Row Number,CED Code 2021,CED,State,Postcode,Postcode Area (sq km),CED Area (sq km)
1,101,Banks,New South Wales,2170,54.319,49.4371
2,101,Banks,New South Wales,2172,3.6787,49.4371
3,101,Banks,New South Wales,2196,7.0679,49.4371
4,101,Banks,New South Wales,2209,4.2502,49.4371
5,101,Banks,New South Wales,2210,11.0963,49.4371
6,101,Banks,New South Wales,2211,7.3323,49.4371
7,101,Banks,New South Wales,2212,6.4088,49.4371
8,101,Banks,New South Wales,2213,10.0369,49.4371
9,101,Banks,New South Wales,2214,5.3711,49.4371
10,101,Banks,New South Wales,2217,6.2487,49.4371
11,101,Banks,New South Wales,2218,2.6615,49.4371
12,101,Banks,New South Wales,2220,5.144,49.4371
13,101,Banks,New South Wales,2221,5.3796,49.4371
14,101,Banks,New South Wales,2222,2.5457,49.4371
15,101,Banks,New South Wales,2223,7.253,49.4371
16,101,Banks,New South Wales,2234,39.7248,49.4371
17,102,Barton,New South Wales,2020,11.9607,39.547
18,102,Barton,New South Wales,2044,3.8539,39.547
19,102,Barton,New South Wales,2192,2.731,39.547
20,102,Barton,New South Wales,2193,4.1963,39.547
21,102,Barton,New South Wales,2194,3.3734,39.547
22,102,Barton,New South Wales,2203,2.0929,39.547
23,102,Barton,New South Wales,2204,5.7904,39.547
24,102,Barton,New South Wales,2205,4.244,39.547
25,102,Barton,New South Wales,2206,5.9786,39.547
26,102,Barton,New South Wales,2207,7.1852,39.547
27,102,Barton,New South Wales,2208,4.459,39.547
28,102,Barton,New South Wales,2209,4.2502,39.547
29,102,Barton,New South Wales,2216,5.5962,39.547
30,102,Barton,New South Wales,2217,6.2487,39.547
31,102,Barton,New South Wales,2218,2.6615,39.547
32,102,Barton,New South Wales,2220,5.144,39.547
33,102,Barton,New South Wales,2222,2.5457,39.547
34,103,Bennelong,New South Wales,2066,9.5786,58.691
35,103,Bennelong,New South Wales,2067,5.8196,58.691
36,103,Bennelong,New South Wales,2070,7.4617,58.691
37,103,Bennelong,New South Wales,2071,7.8221,58.691
38,103,Bennelong,New South Wales,2073,10.2515,58.691
39,103,Bennelong,New South Wales,2074,22.0151,58.691
40,103,Bennelong,New South Wales,2110,4.3304,58.691
41,103,Bennelong,New South Wales,2111,4.7162,58.691
42,103,Bennelong,New South Wales,2112,9.3018,58.691
43,103,Bennelong,New South Wales,2113,13.2159,58.691
44,103,Bennelong,New South Wales,2114,7.3639,58.691
45,103,Bennelong,New South Wales,2115,3.9347,58.691
46,103,Bennelong,New South Wales,2116,3.7975,58.691
47,103,Bennelong,New South Wales,2117,7.1268,58.691
48,103,Bennelong,New South Wales,2118,8.5068,58.691
49,103,Bennelong,New South Wales,2119,6.7407,58.691
50,103,Bennelong,New South Wales,2120,13.8137,58.691
51,103,Bennelong,New South Wales,2121,9.2015,58.691
52,103,Bennelong,New South Wales,2122,9.0576,58.691
53,103,Bennelong,New South Wales,2128,2.7,58.691
54,104,Berowra,New South Wales,2074,22.0151,743.9867
55,104,Berowra,New South Wales,2076,15.8484,743.9867
56,104,Berowra,New South Wales,2077,22.8664,743.9867
57,104,Berowra,New South Wales,2079,11.0623,743.9867
58,104,Berowra,New South Wales,2080,10.5767,743.9867
59,104,Berowra,New South Wales,2081,40.1939,743.9867
60,104,Berowra,New South Wales,2082,9.6876,743.9867
61,104,Berowra,New South Wales,2083,45.774,743.9867
62,104,Berowra,New South Wales,2118,8.5068,743.9867
63,104,Berowra,New South Wales,2119,6.7407,743.9867
64,104,Berowra,New South Wales,2120,13.8137,743.9867
65,104,Berowra,New South Wales,2121,9.2015,743.9867
66,104,Berowra,New South Wales,2125,9.2916,743.9867
67,104,Berowra,New South Wales,2126,8.2603,743.9867
68,104,Berowra,New South Wales,2151,10.7334,743.9867
69,104,Berowra,New South Wales,2154,18.8102,743.9867
70,104,Berowra,New South Wales,2155,36.388,743.9867
71,104,Berowra,New South Wales,2156,62.9548,743.9867
72,104,Berowra,New South Wales,2157,148.4858,743.9867
73,104,Berowra,New South Wales,2158,41.7948,743.9867
74,104,Berowra,New South Wales,2159,127.4464,743.9867
75,104,Berowra,New South Wales,2756,1486.8709,743.9867
76,104,Berowra,New South Wales,2765,127.5271,743.9867
77,104,Berowra,New South Wales,2775,833.1402,743.9867
78,105,Blaxland,New South Wales,2128,2.7,60.9795
79,105,Blaxland,New South Wales,2141,11.9359,60.9795
80,105,Blaxland,New South Wales,2142,10.9833,60.9795
81,105,Blaxland,New South Wales,2143,4.3104,60.9795
82,105,Blaxland,New South Wales,2144,8.5637,60.9795
83,105,Blaxland,New South Wales,2160,8.4346,60.9795
84,105,Blaxland,New South Wales,2161,11.2122,60.9795
85,105,Blaxland,New South Wales,2162,5.7908,60.9795
86,105,Blaxland,New South Wales,2163,6.3533,60.9795
87,105,Blaxland,New South Wales,2165,11.12,60.9795
88,105,Blaxland,New South Wales,2166,15.2543,60.9795
89,105,Blaxland,New South Wales,2170,54.319,60.9795
90,105,Blaxland,New South Wales,2190,9.7772,60.9795
91,105,Blaxland,New South Wales,2196,7.0679,60.9795
92,105,Blaxland,New South Wales,2197,2.9286,60.9795
93,105,Blaxland,New South Wales,2198,3.3233,60.9795
94,105,Blaxland,New South Wales,2199,4.6181,60.9795
95,105,Blaxland,New South Wales,2200,13.9792,60.9795
96,105,Blaxland,New South Wales,2211,7.3323,60.9795
97,105,Blaxland,New South Wales,2212,6.4088,60.9795
98,105,Blaxland,New South Wales,2213,10.0369,60.9795
99,105,Blaxland,New South Wales,2214,5.3711,60.9795
100,106,Bradfield,New South Wales,2067,5.8196,99.4745
101,106,Bradfield,New South Wales,2068,5.6655,99.4745
102,106,Bradfield,New South Wales,2069,7.5302,99.4745
103,106,Bradfield,New South Wales,2070,7.4617,99.4745
104,106,Bradfield,New South Wales,2071,7.8221,99.4745
105,106,Bradfield,New South Wales,2072,3.7885,99.4745
106,106,Bradfield,New South Wales,2073,10.2515,99.4745
107,106,Bradfield,New South Wales,2074,22.0151,99.4745
108,106,Bradfield,New South Wales,2075,17.7425,99.4745
109,106,Bradfield,New South Wales,2076,15.8484,99.4745
110,106,Bradfield,New South Wales,2077,22.8664,99.4745
111,106,Bradfield,New South Wales,2079,11.0623,99.4745
112,106,Bradfield,New South Wales,2084,107.3731,99.4745
113,106,Bradfield,New South Wales,2085,16.0513,99.4745
114,106,Bradfield,New South Wales,2086,8.0742,99.4745
115,106,Bradfield,New South Wales,2087,8.9311,99.4745
116,106,Bradfield,New South Wales,2113,13.2159,99.4745
117,106,Bradfield,New South Wales,2120,13.8137,99.4745
118,106,Bradfield,New South Wales,2121,9.2015,99.4745
119,106,Bradfield,New South Wales,2122,9.0576,99.4745
120,107,Calare,New South Wales,2328,1634.8508,32648.0514
121,107,Calare,New South Wales,2329,3056.2045,32648.0514
122,107,Calare,New South Wales,2330,4730.8949,32648.0514
123,107,Calare,New South Wales,2580,5512.6655,32648.0514
124,107,Calare,New South Wales,2583,3382.6891,32648.0514
125,107,Calare,New South Wales,2756,1486.8709,32648.0514
126,107,Calare,New South Wales,2758,572.1443,32648.0514
127,107,Calare,New South Wales,2785,128.6447,32648.0514
128,107,Calare,New South Wales,2786,84.7603,32648.0514
129,107,Calare,New South Wales,2787,4632.7818,32648.0514
130,107,Calare,New South Wales,2790,2481.3231,32648.0514
131,107,Calare,New South Wales,2791,184.9651,32648.0514
132,107,Calare,New South Wales,2792,369.6931,32648.0514
133,107,Calare,New South Wales,2793,648.0055,32648.0514
134,107,Calare,New South Wales,2795,5307.5248,32648.0514
135,107,Calare,New South Wales,2797,147.8245,32648.0514
136,107,Calare,New South Wales,2798,268.7089,32648.0514
137,107,Calare,New South Wales,2799,630.7998,32648.0514
138,107,Calare,New South Wales,2800,1993.9511,32648.0514
139,107,Calare,New South Wales,2804,878.0498,32648.0514
140,107,Calare,New South Wales,2805,289.854,32648.0514
141,107,Calare,New South Wales,2806,519.6961,32648.0514
142,107,Calare,New South Wales,2818,471.7655,32648.0514
143,107,Calare,New South Wales,2820,2438.751,32648.0514
144,107,Calare,New South Wales,2830,3017.4938,32648.0514
145,107,Calare,New South Wales,2831,22389.3649,32648.0514
146,107,Calare,New South Wales,2844,1821.5658,32648.0514
147,107,Calare,New South Wales,2845,67.0705,32648.0514
148,107,Calare,New South Wales,2846,591.8498,32648.0514
149,107,Calare,New South Wales,2847,98.897,32648.0514
150,107,Calare,New South Wales,2848,166.2149,32648.0514
151,107,Calare,New South Wales,2849,2801.0405,32648.0514
152,107,Calare,New South Wales,2850,6005.3758,32648.0514
153,107,Calare,New South Wales,2852,1240.991,32648.0514
154,107,Calare,New South Wales,2864,438.2457,32648.0514
155,107,Calare,New South Wales,2865,620.1745,32648.0514
156,107,Calare,New South Wales,2866,1198.7089,32648.0514
157,107,Calare,New South Wales,2867,1042.378,32648.0514
158,107,Calare,New South Wales,2868,777.9814,32648.0514
159,107,Calare,New South Wales,2869,2103.7978,32648.0514
160,107,Calare,New South Wales,2870,2453.9995,32648.0514
161,107,Calare,New South Wales,2871,3837.8532,32648.0514
162,108,Chifley,New South Wales,2148,37.6817,125.8036
163,108,Chifley,New South Wales,2747,55.0667,125.8036
164,108,Chifley,New South Wales,2756,1486.8709,125.8036
165,108,Chifley,New South Wales,2760,19.9308,125.8036
166,108,Chifley,New South Wales,2761,14.7648,125.8036
167,108,Chifley,New South Wales,2762,12.5171,125.8036
168,108,Chifley,New South Wales,2763,13.0157,125.8036
169,108,Chifley,New South Wales,2765,127.5271,125.8036
170,108,Chifley,New South Wales,2766,27.2383,125.8036
171,108,Chifley,New South Wales,2767,10.1088,125.8036
172,108,Chifley,New South Wales,2770,24.7303,125.8036
173,109,Cook,New South Wales,2216,5.5962,64.4127
174,109,Cook,New South Wales,2217,6.2487,64.4127
175,109,Cook,New South Wales,2218,2.6615,64.4127
176,109,Cook,New South Wales,2219,3.7807,64.4127
177,109,Cook,New South Wales,2221,5.3796,64.4127
178,109,Cook,New South Wales,2224,4.6882,64.4127
179,109,Cook,New South Wales,2227,4.5976,64.4127
180,109,Cook,New South Wales,2228,5.9464,64.4127
181,109,Cook,New South Wales,2229,10.7805,64.4127
182,109,Cook,New South Wales,2230,9.0449,64.4127
183,109,Cook,New South Wales,2231,19.3454,64.4127
184,109,Cook,New South Wales,2232,153.5693,64.4127
185,110,Cowper,New South Wales,2350,4543.2274,7286.0543
186,110,Cowper,New South Wales,2354,7142.1491,7286.0543
187,110,Cowper,New South Wales,2431,45.9673,7286.0543
188,110,Cowper,New South Wales,2440,3604.2396,7286.0543
189,110,Cowper,New South Wales,2441,992.7849,7286.0543
190,110,Cowper,New South Wales,2444,222.4491,7286.0543
191,110,Cowper,New South Wales,2446,2233.1607,7286.0543
192,110,Cowper,New South Wales,2447,566.6442,7286.0543
193,110,Cowper,New South Wales,2448,115.0676,7286.0543
194,110,Cowper,New South Wales,2449,570.7344,7286.0543
195,110,Cowper,New South Wales,2450,1019.718,7286.0543
196,110,Cowper,New South Wales,2452,12.7764,7286.0543
197,110,Cowper,New South Wales,2453,2157.9951,7286.0543
198,110,Cowper,New South Wales,2454,975.6046,7286.0543
199,110,Cowper,New South Wales,2455,48.0551,7286.0543
200,110,Cowper,New South Wales,2460,6630.3495,7286.0543
201,111,Cunningham,New South Wales,2173,192.8683,490.4266
202,111,Cunningham,New South Wales,2232,153.5693,490.4266
203,111,Cunningham,New South Wales,2233,40.831,490.4266
204,111,Cunningham,New South Wales,2500,27.1582,490.4266
205,111,Cunningham,New South Wales,2502,9.1601,490.4266
206,111,Cunningham,New South Wales,2505,13.8266,490.4266
207,111,Cunningham,New South Wales,2508,162.241,490.4266
208,111,Cunningham,New South Wales,2515,14.2268,490.4266
209,111,Cunningham,New South Wales,2516,8.6615,490.4266
210,111,Cunningham,New South Wales,2517,9.0099,490.4266
211,111,Cunningham,New South Wales,2518,12.7193,490.4266
212,111,Cunningham,New South Wales,2519,9.2816,490.4266
213,111,Cunningham,New South Wales,2525,8.5595,490.4266
214,111,Cunningham,New South Wales,2526,132.2947,490.4266
215,111,Cunningham,New South Wales,2530,88.3672,490.4266
216,111,Cunningham,New South Wales,2560,411.3136,490.4266
217,111,Cunningham,New South Wales,2574,350.23,490.4266
218,112,Dobell,New South Wales,2250,691.6342,715.1442
219,112,Dobell,New South Wales,2258,121.2568,715.1442
220,112,Dobell,New South Wales,2259,524.7348,715.1442
221,112,Dobell,New South Wales,2260,23.6207,715.1442
222,112,Dobell,New South Wales,2261,51.4591,715.1442
223,112,Dobell,New South Wales,2262,33.7717,715.1442
224,112,Dobell,New South Wales,2263,22.3942,715.1442
225,112,Dobell,New South Wales,2264,115.1942,715.1442
226,112,Dobell,New South Wales,2265,136.0018,715.1442
227,112,Dobell,New South Wales,2325,1605.0648,715.1442
228,113,Eden-Monaro,New South Wales,2536,974.8377,41714.6559
229,113,Eden-Monaro,New South Wales,2537,1167.0234,41714.6559
230,113,Eden-Monaro,New South Wales,2545,876.5468,41714.6559
231,113,Eden-Monaro,New South Wales,2546,911.2673,41714.6559
232,113,Eden-Monaro,New South Wales,2548,120.1179,41714.6559
233,113,Eden-Monaro,New South Wales,2549,222.9511,41714.6559
234,113,Eden-Monaro,New South Wales,2550,3966.6591,41714.6559
235,113,Eden-Monaro,New South Wales,2551,1397.7681,41714.6559
236,113,Eden-Monaro,New South Wales,2580,5512.6655,41714.6559
237,113,Eden-Monaro,New South Wales,2581,2106.6075,41714.6559
238,113,Eden-Monaro,New South Wales,2582,3130.1184,41714.6559
239,113,Eden-Monaro,New South Wales,2584,281.3129,41714.6559
240,113,Eden-Monaro,New South Wales,2585,260.132,41714.6559
241,113,Eden-Monaro,New South Wales,2586,2323.2503,41714.6559
242,113,Eden-Monaro,New South Wales,2600,23.345,41714.6559
243,113,Eden-Monaro,New South Wales,2609,127.7951,41714.6559
244,113,Eden-Monaro,New South Wales,2611,1558.6312,41714.6559
245,113,Eden-Monaro,New South Wales,2615,36.9984,41714.6559
246,113,Eden-Monaro,New South Wales,2617,37.0115,41714.6559
247,113,Eden-Monaro,New South Wales,2618,216.6295,41714.6559
248,113,Eden-Monaro,New South Wales,2619,11.3316,41714.6559
249,113,Eden-Monaro,New South Wales,2620,2869.8201,41714.6559
250,113,Eden-Monaro,New South Wales,2621,853.2512,41714.6559
251,113,Eden-Monaro,New South Wales,2622,4256.1145,41714.6559
252,113,Eden-Monaro,New South Wales,2623,166.9084,41714.6559
253,113,Eden-Monaro,New South Wales,2624,348.5647,41714.6559
254,113,Eden-Monaro,New South Wales,2625,1.0856,41714.6559
255,113,Eden-Monaro,New South Wales,2626,383.5704,41714.6559
256,113,Eden-Monaro,New South Wales,2627,1994.6112,41714.6559
257,113,Eden-Monaro,New South Wales,2628,2337.0094,41714.6559
258,113,Eden-Monaro,New South Wales,2629,2054.5144,41714.6559
259,113,Eden-Monaro,New South Wales,2630,4206.3548,41714.6559
260,113,Eden-Monaro,New South Wales,2631,1199.4934,41714.6559
261,113,Eden-Monaro,New South Wales,2632,1824.9879,41714.6559
262,113,Eden-Monaro,New South Wales,2633,766.4927,41714.6559
263,113,Eden-Monaro,New South Wales,2640,1029.4042,41714.6559
264,113,Eden-Monaro,New South Wales,2642,4076.8,41714.6559
265,113,Eden-Monaro,New South Wales,2644,2157.7365,41714.6559
266,113,Eden-Monaro,New South Wales,2649,247.113,41714.6559
267,113,Eden-Monaro,New South Wales,2650,4061.238,41714.6559
268,113,Eden-Monaro,New South Wales,2652,6116.1137,41714.6559
269,113,Eden-Monaro,New South Wales,2653,1228.8205,41714.6559
270,113,Eden-Monaro,New South Wales,2720,2485.6548,41714.6559
271,113,Eden-Monaro,New South Wales,2722,1576.1373,41714.6559
272,113,Eden-Monaro,New South Wales,2727,772.9227,41714.6559
273,113,Eden-Monaro,New South Wales,2729,933.1202,41714.6559
274,113,Eden-Monaro,New South Wales,2730,420.4856,41714.6559
275,113,Eden-Monaro,New South Wales,2900,101.0226,41714.6559
276,113,Eden-Monaro,New South Wales,2912,31.9188,41714.6559
277,114,Farrer,New South Wales,2640,1029.4042,126562.8993
278,114,Farrer,New South Wales,2641,33.5384,126562.8993
279,114,Farrer,New South Wales,2642,4076.8,126562.8993
280,114,Farrer,New South Wales,2643,156.4024,126562.8993
281,114,Farrer,New South Wales,2644,2157.7365,126562.8993
282,114,Farrer,New South Wales,2645,1181.6879,126562.8993
283,114,Farrer,New South Wales,2646,2895.4549,126562.8993
284,114,Farrer,New South Wales,2647,357.3501,126562.8993
285,114,Farrer,New South Wales,2648,23909.7281,126562.8993
286,114,Farrer,New South Wales,2650,4061.238,126562.8993
287,114,Farrer,New South Wales,2652,6116.1137,126562.8993
288,114,Farrer,New South Wales,2653,1228.8205,126562.8993
289,114,Farrer,New South Wales,2656,1497.1368,126562.8993
290,114,Farrer,New South Wales,2658,748.0545,126562.8993
291,114,Farrer,New South Wales,2659,367.5445,126562.8993
292,114,Farrer,New South Wales,2660,451.2793,126562.8993
293,114,Farrer,New South Wales,2665,4109.6274,126562.8993
294,114,Farrer,New South Wales,2669,6295.346,126562.8993
295,114,Farrer,New South Wales,2672,1794.2389,126562.8993
296,114,Farrer,New South Wales,2675,8518.5583,126562.8993
297,114,Farrer,New South Wales,2680,1894.4513,126562.8993
298,114,Farrer,New South Wales,2681,471.7587,126562.8993
299,114,Farrer,New South Wales,2700,3016.2983,126562.8993
300,114,Farrer,New South Wales,2703,56.8879,126562.8993
301,114,Farrer,New South Wales,2705,1129.1529,126562.8993
302,114,Farrer,New South Wales,2706,725.4016,126562.8993
303,114,Farrer,New South Wales,2707,2112.3439,126562.8993
304,114,Farrer,New South Wales,2710,10466.1631,126562.8993
305,114,Farrer,New South Wales,2711,24180.255,126562.8993
306,114,Farrer,New South Wales,2712,966.5102,126562.8993
307,114,Farrer,New South Wales,2713,970.31,126562.8993
308,114,Farrer,New South Wales,2714,708.9706,126562.8993
309,114,Farrer,New South Wales,2715,13749.9032,126562.8993
310,114,Farrer,New South Wales,2716,2861.8271,126562.8993
311,114,Farrer,New South Wales,2717,120.7928,126562.8993
312,114,Farrer,New South Wales,2731,1428.1661,126562.8993
313,114,Farrer,New South Wales,2732,1849.8263,126562.8993
314,114,Farrer,New South Wales,2733,2279.3516,126562.8993
315,114,Farrer,New South Wales,2734,1755.2448,126562.8993
316,114,Farrer,New South Wales,2735,271.5656,126562.8993
317,114,Farrer,New South Wales,2736,213.1077,126562.8993
318,114,Farrer,New South Wales,2737,3345.8754,126562.8993
319,114,Farrer,New South Wales,2738,2066.851,126562.8993
320,114,Farrer,New South Wales,2739,50.1706,126562.8993
321,114,Farrer,New South Wales,2835,29975.1826,126562.8993
322,114,Farrer,New South Wales,2877,15332.1603,126562.8993
323,114,Farrer,New South Wales,2878,18261.1234,126562.8993
324,114,Farrer,New South Wales,2879,13320.0094,126562.8993
325,114,Farrer,New South Wales,2880,66191.4077,126562.8993
326,115,Fowler,New South Wales,2161,11.2122,60.2618
327,115,Fowler,New South Wales,2162,5.7908,60.2618
328,115,Fowler,New South Wales,2163,6.3533,60.2618
329,115,Fowler,New South Wales,2164,20.5159,60.2618
330,115,Fowler,New South Wales,2165,11.12,60.2618
331,115,Fowler,New South Wales,2166,15.2543,60.2618
332,115,Fowler,New South Wales,2168,12.8684,60.2618
333,115,Fowler,New South Wales,2170,54.319,60.2618
334,115,Fowler,New South Wales,2171,21.5331,60.2618
335,115,Fowler,New South Wales,2175,21.9683,60.2618
336,115,Fowler,New South Wales,2176,19.8468,60.2618
337,115,Fowler,New South Wales,2177,5.1959,60.2618
338,115,Fowler,New South Wales,2178,54.3241,60.2618
339,115,Fowler,New South Wales,2198,3.3233,60.2618
340,115,Fowler,New South Wales,2200,13.9792,60.2618
341,115,Fowler,New South Wales,2214,5.3711,60.2618
342,116,Gilmore,New South Wales,2527,96.0646,6254.6162
343,116,Gilmore,New South Wales,2529,40.4513,6254.6162
344,116,Gilmore,New South Wales,2533,106.4039,6254.6162
345,116,Gilmore,New South Wales,2534,76.2287,6254.6162
346,116,Gilmore,New South Wales,2535,247.9753,6254.6162
347,116,Gilmore,New South Wales,2536,974.8377,6254.6162
348,116,Gilmore,New South Wales,2537,1167.0234,6254.6162
349,116,Gilmore,New South Wales,2538,390.494,6254.6162
350,116,Gilmore,New South Wales,2539,686.0289,6254.6162
351,116,Gilmore,New South Wales,2540,1900.6655,6254.6162
352,116,Gilmore,New South Wales,2541,45.432,6254.6162
353,116,Gilmore,New South Wales,2545,876.5468,6254.6162
354,116,Gilmore,New South Wales,2577,1312.519,6254.6162
355,116,Gilmore,New South Wales,2579,860.117,6254.6162
356,116,Gilmore,New South Wales,2580,5512.6655,6254.6162
357,116,Gilmore,New South Wales,2622,4256.1145,6254.6162
358,117,Grayndler,New South Wales,2015,4.2157,27.6897
359,117,Grayndler,New South Wales,2020,11.9607,27.6897
360,117,Grayndler,New South Wales,2037,2.1374,27.6897
361,117,Grayndler,New South Wales,2038,1.4931,27.6897
362,117,Grayndler,New South Wales,2039,1.8337,27.6897
363,117,Grayndler,New South Wales,2040,4.754,27.6897
364,117,Grayndler,New South Wales,2041,2.4666,27.6897
365,117,Grayndler,New South Wales,2042,2.0446,27.6897
366,117,Grayndler,New South Wales,2043,0.8075,27.6897
367,117,Grayndler,New South Wales,2044,3.8539,27.6897
368,117,Grayndler,New South Wales,2045,2.3828,27.6897
369,117,Grayndler,New South Wales,2046,6.0148,27.6897
370,117,Grayndler,New South Wales,2048,1.218,27.6897
371,117,Grayndler,New South Wales,2049,1.929,27.6897
372,117,Grayndler,New South Wales,2050,1.5031,27.6897
373,117,Grayndler,New South Wales,2110,4.3304,27.6897
374,117,Grayndler,New South Wales,2130,1.2031,27.6897
375,117,Grayndler,New South Wales,2131,3.4144,27.6897
376,117,Grayndler,New South Wales,2132,2.4354,27.6897
377,117,Grayndler,New South Wales,2193,4.1963,27.6897
378,117,Grayndler,New South Wales,2203,2.0929,27.6897
379,117,Grayndler,New South Wales,2204,5.7904,27.6897
380,118,Greenway,New South Wales,2145,27.5671,81.2585
381,118,Greenway,New South Wales,2146,6.0077,81.2585
382,118,Greenway,New South Wales,2147,15.9973,81.2585
383,118,Greenway,New South Wales,2148,37.6817,81.2585
384,118,Greenway,New South Wales,2153,25.5852,81.2585
385,118,Greenway,New South Wales,2155,36.388,81.2585
386,118,Greenway,New South Wales,2762,12.5171,81.2585
387,118,Greenway,New South Wales,2763,13.0157,81.2585
388,118,Greenway,New South Wales,2765,127.5271,81.2585
389,118,Greenway,New South Wales,2768,9.0194,81.2585
390,118,Greenway,New South Wales,2769,4.6534,81.2585
391,119,Hughes,New South Wales,2167,6.9946,358.8192
392,119,Hughes,New South Wales,2170,54.319,358.8192
393,119,Hughes,New South Wales,2172,3.6787,358.8192
394,119,Hughes,New South Wales,2173,192.8683,358.8192
395,119,Hughes,New South Wales,2213,10.0369,358.8192
396,119,Hughes,New South Wales,2214,5.3711,358.8192
397,119,Hughes,New South Wales,2224,4.6882,358.8192
398,119,Hughes,New South Wales,2225,2.1022,358.8192
399,119,Hughes,New South Wales,2226,5.2222,358.8192
400,119,Hughes,New South Wales,2227,4.5976,358.8192
401,119,Hughes,New South Wales,2230,9.0449,358.8192
402,119,Hughes,New South Wales,2232,153.5693,358.8192
403,119,Hughes,New South Wales,2233,40.831,358.8192
404,119,Hughes,New South Wales,2234,39.7248,358.8192
405,119,Hughes,New South Wales,2508,162.241,358.8192
406,119,Hughes,New South Wales,2564,9.0236,358.8192
407,119,Hughes,New South Wales,2565,29.7009,358.8192
408,119,Hughes,New South Wales,2566,28.3019,358.8192
409,120,Hume,New South Wales,2173,192.8683,17259.7988
410,120,Hume,New South Wales,2508,162.241,17259.7988
411,120,Hume,New South Wales,2526,132.2947,17259.7988
412,120,Hume,New South Wales,2540,1900.6655,17259.7988
413,120,Hume,New South Wales,2555,26.981,17259.7988
414,120,Hume,New South Wales,2556,40.2134,17259.7988
415,120,Hume,New South Wales,2557,37.1205,17259.7988
416,120,Hume,New South Wales,2560,411.3136,17259.7988
417,120,Hume,New South Wales,2563,11.5603,17259.7988
