Postcode,Commonwealth Electorate,Rented Households,Postcode Totals,Commonwealth Electorate Totals,Postcode Fraction,Commonwealth Electorate Fraction,POA_NAME_2016,CED_NAME_2016,POA_2016_2021_RATIO,CED_2016_2021_RATIO
2000,Sydney,6118,6118,51097,1.0,0.11973305673522908,2000,Sydney,1.0,0.9999232
2007,Sydney,2045,2045,51097,1.0,0.0400219190950545,2007,Sydney,1.0,0.9999232
2008,Sydney,3310,3310,51097,1.0,0.0647787541342936,2008,Sydney,1.0,0.9999232
2009,Sydney,3275,3275,51097,1.0,0.06409378241384034,2009,Sydney,1.0,0.9999232
2010,Wentworth,151,7704,24914,0.019600207684319835,0.006060849321666533,2010,Wentworth,1.0,0.9998276
2010,Sydney,7553,7704,51097,0.9803997923156802,0.14781689727381256,2010,Sydney,1.0,0.9999232
2011,Sydney,3775,6349,51097,0.594581823909277,0.07387909270602971,2011,Sydney,1.0,0.9999232
2011,Wentworth,2574,6349,24914,0.40541817609072295,0.10331540499317653,2011,Wentworth,1.0,0.9998276
2015,Sydney,2173,2173,51097,1.0,0.04252695852985498,2015,Sydney,1.0,0.9999232
2016,Sydney,3584,3584,51097,1.0,0.07014110417441337,2016,Sydney,1.0,0.9999232
2017,Sydney,7217,7217,51097,1.0,0.1412411687574613,2017,Sydney,1.0,0.9999232
2018,Sydney,1260,2865,51097,0.4397905759162304,0.0246589819363172,2018,Sydney,1.0,0.9999232
2018,Kingsford Smith,1605,2865,29171,0.5602094240837696,0.055020396969593086,2018,Kingsford Smith,1.0,1.0
2019,Kingsford Smith,1211,1211,29171,1.0,0.04151383223064002,2019,Kingsford Smith,1.0,1.0
2020,Kingsford Smith,2479,2479,29171,1.0,0.0849816598676768,2020,Kingsford Smith,1.0,1.0
2021,Wentworth,2997,2997,24914,1.0,0.1202938107088384,2021,Wentworth,1.0,0.9998276
2022,Wentworth,2101,2101,24914,1.0,0.08433009552861845,2022,Wentworth,1.0,0.9998276
2023,Wentworth,1264,1264,24914,1.0,0.05073452677209601,2023,Wentworth,1.0,0.9998276
2024,Wentworth,1615,1615,24914,1.0,0.06482299108934736,2024,Wentworth,1.0,0.9998276
2025,Wentworth,1048,1048,24914,1.0,0.04206470257686441,2025,Wentworth,1.0,0.9998276
2026,Wentworth,6792,6792,24914,1.0,0.2726178052500602,2026,Wentworth,1.0,0.9998276
2027,Wentworth,1357,1357,24914,1.0,0.05446736774504295,2027,Wentworth,1.0,0.9998276
2028,Wentworth,802,802,24914,1.0,0.032190736132295096,2028,Wentworth,1.0,0.9998276
2029,Wentworth,1633,1633,24914,1.0,0.06554547643894999,2029,Wentworth,1.0,0.9998276
2030,Wentworth,1090,1090,24914,1.0,0.043750501725937224,2030,Wentworth,1.0,0.9998276
2031,Wentworth,1490,6456,24914,0.23079306071871128,0.05980573171710685,2031,Wentworth,1.0,0.9998276
2031,Kingsford Smith,4966,6456,29171,0.7692069392812887,0.17023756470467244,2031,Kingsford Smith,1.0,1.0
2032,Kingsford Smith,3300,3300,29171,1.0,0.11312604984402318,2032,Kingsford Smith,1.0,1.0
2033,Kingsford Smith,420,420,29171,1.0,0.014397860889239313,2052,Kingsford Smith,1.0,1.0
2033,Kingsford Smith,2252,2252,29171,1.0,0.0771999588632546,2033,Kingsford Smith,1.0,1.0
2034,Kingsford Smith,4274,4274,29171,1.0,0.14651537485859245,2034,Kingsford Smith,1.0,1.0
2035,Kingsford Smith,5008,5008,29171,1.0,0.1716773507935964,2035,Kingsford Smith,1.0,1.0
2036,Kingsford Smith,3656,3656,29171,1.0,0.12532995097871175,2036,Kingsford Smith,1.0,1.0
2037,Sydney,4002,4002,51097,1.0,0.07832162357868368,2037,Sydney,1.0,0.9999232
2038,Sydney,9,1543,51097,0.005832793259883344,0.00017613558525940857,2038,Sydney,1.0,0.9999232
2038,Grayndler,1534,1543,24703,0.9941672067401166,0.06209772092458406,2038,Grayndler,1.0,0.9957541
2039,Grayndler,1352,1352,24703,1.0,0.05473019471319273,2039,Grayndler,1.0,0.9957541
2040,Grayndler,3201,3201,24703,1.0,0.12957940331133871,2040,Grayndler,1.0,0.9957541
2041,Grayndler,2444,2444,24703,1.0,0.0989353519815407,2041,Grayndler,1.0,0.9957541
2042,Grayndler,2176,4362,24703,0.4988537368179734,0.08808646723070072,2042,Grayndler,1.0,0.9957541
2042,Sydney,2186,4362,51097,0.5011462631820266,0.0427813765974519,2042,Sydney,1.0,0.9999232
2043,Sydney,1714,1714,51097,1.0,0.03354404368162515,2043,Sydney,1.0,0.9999232
2044,Barton,313,914,21228,0.3424507658643326,0.014744676841906916,2044,Barton,1.0,0.997642
2044,Grayndler,601,914,24703,0.6575492341356673,0.024329028862891146,2044,Grayndler,1.0,0.9957541
2045,Grayndler,385,385,24703,1.0,0.01558515160102012,2045,Grayndler,1.0,0.9957541
2046,Reid,3305,3305,25455,1.0,0.12983696719701435,2046,Reid,1.0,0.9994758
2047,Reid,1680,1680,25455,1.0,0.06599882144961697,2047,Reid,1.0,0.9994758
2048,Grayndler,1364,1364,24703,1.0,0.05521596567218556,2048,Grayndler,1.0,0.9957541
2049,Grayndler,2080,2080,24703,1.0,0.08420029955875805,2049,Grayndler,1.0,0.9957541
2050,Grayndler,90,2928,24703,0.030737704918032786,0.0036432821924462615,2050,Grayndler,1.0,0.9957541
2050,Sydney,2838,2928,51097,0.9692622950819673,0.055541421218466835,2050,Sydney,1.0,0.9999232
2060,North Sydney,3402,3402,25471,1.0,0.13356366063366182,2060,North Sydney,1.0,0.9975899
2061,North Sydney,1741,1741,25471,1.0,0.06835224372816144,2061,North Sydney,1.0,0.9975899
2062,North Sydney,1283,1283,25471,1.0,0.050371010168426836,2062,North Sydney,1.0,0.9975899
2063,North Sydney,373,373,25471,1.0,0.014644105060657218,2063,North Sydney,1.0,0.9975899
2064,North Sydney,1769,1769,25471,1.0,0.06945153311609281,2064,North Sydney,1.0,0.9975899
2065,North Sydney,5959,5959,25471,1.0,0.2339523379529661,2065,North Sydney,1.0,0.9975899
2066,North Sydney,3956,3956,25471,1.0,0.15531388638058968,2066,North Sydney,1.0,0.9975899
2067,Bennelong,11,4248,20888,0.0025894538606403015,0.0005266181539639984,2067,Bennelong,1.0,1.0
2067,North Sydney,2447,4248,25471,0.5760357815442562,0.09607004043814533,2067,North Sydney,1.0,0.9975899
2067,Bradfield,1790,4248,12704,0.4213747645951036,0.14090050377833754,2067,Bradfield,1.0,1.0
2068,North Sydney,1273,1273,25471,1.0,0.049978406815594206,2068,North Sydney,1.0,0.9975899
2069,Bradfield,805,805,12704,1.0,0.06336586901763225,2069,Bradfield,1.0,1.0
2070,Bradfield,948,948,12704,1.0,0.07462216624685139,2070,Bradfield,1.0,1.0
2071,Bradfield,897,897,12704,1.0,0.07060768261964735,2071,Bradfield,1.0,1.0
2072,Bradfield,737,737,12704,1.0,0.0580132241813602,2072,Bradfield,1.0,1.0
2073,Bradfield,753,753,12704,1.0,0.05927267002518892,2073,Bradfield,1.0,1.0
2074,Bradfield,1059,1059,12704,1.0,0.08335957178841309,2074,Bradfield,1.0,1.0
2075,Bradfield,924,924,12704,1.0,0.07273299748110831,2075,Bradfield,1.0,1.0
2076,Berowra,160,1244,6421,0.12861736334405144,0.02491823703472979,2076,Berowra,1.0,0.9974888
2076,Bradfield,1084,1244,12704,0.8713826366559485,0.08532745591939547,2076,Bradfield,1.0,1.0
2077,Berowra,1279,4986,6421,0.2565182511030886,0.1991901572963713,2077,Berowra,1.0,0.9974888
2077,Bradfield,3707,4986,12704,0.7434817488969113,0.2917978589420655,2077,Bradfield,1.0,1.0
2079,Berowra,288,288,6421,1.0,0.044852826662513626,2079,Berowra,1.0,0.9974888
2080,Berowra,71,71,6421,1.0,0.011057467684161345,2080,Berowra,1.0,0.9974888
2081,Berowra,190,190,6421,1.0,0.02959040647874163,2081,Berowra,1.0,0.9974888
2082,Berowra,196,196,6421,1.0,0.030524840367543996,2082,Berowra,1.0,0.9974888
2083,Berowra,74,120,6421,0.6166666666666667,0.011524684628562529,2083,Berowra,1.0,0.9974888
2083,Robertson,46,120,14247,0.38333333333333336,0.0032287499122622305,2083,Robertson,1.0,1.0
2084,Mackellar,143,143,10736,1.0,0.01331967213114754,2084,Mackellar,1.0,1.0
2085,Mackellar,293,293,10736,1.0,0.027291356184798807,2085,Mackellar,0.9867885,1.0
2086,Warringah,104,517,18659,0.2011605415860735,0.005573717776944102,2086,Warringah,1.0,0.9986547
2086,Mackellar,413,517,10736,0.7988394584139265,0.03846870342771982,2086,Mackellar,1.0,1.0
2087,Warringah,399,657,18659,0.6073059360730594,0.0213837826250067,2087,Warringah,1.0,0.9986547
2087,Mackellar,258,657,10736,0.3926940639269406,0.02403129657228018,2087,Mackellar,1.0,1.0
2088,Warringah,3724,3724,18659,1.0,0.19958197116672918,2088,Warringah,1.0,0.9986547
2089,North Sydney,950,2740,25471,0.3467153284671533,0.037297318519100155,2089,North Sydney,0.9927034,0.9975899
2089,Warringah,1790,2740,18659,0.6532846715328468,0.09593225789163407,2089,Warringah,0.9927034,0.9986547
2090,North Sydney,1191,2623,25471,0.454060236370568,0.04675905932236661,2090,North Sydney,0.99689,0.9975899
2090,Warringah,1432,2623,18659,0.545939763629432,0.07674580631330725,2090,Warringah,0.99689,0.9986547
2092,Warringah,358,358,18659,1.0,0.019186451578326814,2092,Warringah,1.0,0.9986547
2093,Warringah,2094,2094,18659,1.0,0.11222466370116298,2093,Warringah,1.0,0.9986547
2094,Warringah,763,763,18659,1.0,0.040891794844311054,2094,Warringah,1.0,0.9986547
2095,Warringah,3313,3313,18659,1.0,0.1775550672597674,2095,Warringah,1.0,0.9986547
2096,Warringah,2021,2021,18659,1.0,0.10831234256926953,2096,Warringah,0.9994544,0.9986547
2097,Mackellar,1079,1079,10736,1.0,0.10050298062593145,2097,Mackellar,1.0,1.0
2099,Mackellar,3693,5136,10736,0.7190420560747663,0.3439828614008942,2099,Mackellar,0.9976197,1.0
2099,Warringah,1443,5136,18659,0.28095794392523366,0.07733533415509941,2099,Warringah,0.9976197,0.9986547
2100,Mackellar,145,1363,10736,0.10638297872340426,0.013505961251862892,2100,Mackellar,0.9940007,1.0
2100,Warringah,1218,1363,18659,0.8936170212765957,0.0652768101184415,2100,Warringah,0.9940007,0.9986547
2101,Mackellar,1818,1818,10736,1.0,0.16933681073025336,2101,Mackellar,0.9961361,1.0
2102,Mackellar,428,428,10736,1.0,0.039865871833084945,2102,Mackellar,0.9994652,1.0
2103,Mackellar,808,808,10736,1.0,0.07526080476900149,2103,Mackellar,0.9884982,1.0
2104,Mackellar,94,94,10736,1.0,0.00875558867362146,2104,Mackellar,1.0,1.0
2105,Mackellar,66,66,10736,1.0,0.006147540983606557,2105,Mackellar,1.0,1.0
2106,Mackellar,712,712,10736,1.0,0.06631892697466468,2106,Mackellar,1.0,1.0
2107,Mackellar,667,667,10736,1.0,0.0621274217585693,2107,Mackellar,1.0,1.0
2108,Mackellar,119,119,10736,1.0,0.011084202682563339,2108,Mackellar,1.0,1.0
2110,North Sydney,672,672,25471,1.0,0.02638294531035295,2110,North Sydney,1.0,0.9975899
2111,North Sydney,455,1807,25471,0.2517985611510791,0.01786345255388481,2111,North Sydney,1.0,0.9975899
2111,Bennelong,1352,1807,20888,0.7482014388489209,0.06472615855993873,2111,Bennelong,1.0,1.0
2112,Bennelong,4243,4243,20888,1.0,0.20313098429720414,2112,Bennelong,0.9999997,1.0
2113,Bennelong,2381,2381,20888,1.0,0.11398889314438912,2113,Bennelong,1.0,1.0
2113,Bennelong,586,586,20888,1.0,0.02805438529299119,2109,Bennelong,1.0,1.0
2114,Bennelong,3668,3668,20888,1.0,0.17560321715817695,2114,Bennelong,1.0,1.0
2115,Bennelong,1340,1366,20888,0.9809663250366032,0.06415166602834163,2115,Bennelong,1.0,1.0
2115,Parramatta,26,1366,29213,0.01903367496339678,0.0008900147194742067,2115,Parramatta,1.0,0.9989914
2116,Parramatta,843,843,29213,1.0,0.028857015712182934,2116,Parramatta,0.9894173,0.9989914
2117,Bennelong,25,2543,20888,0.009830908375933936,0.0011968594408272692,2117,Bennelong,0.9964627,1.0
2117,Parramatta,2518,2543,29213,0.9901690916240661,0.08619450244754048,2117,Parramatta,0.9964627,0.9989914
2118,Berowra,99,2040,6421,0.04852941176470588,0.01541815916523906,2118,Berowra,1.0,0.9974888
2118,Bennelong,604,2040,20888,0.296078431372549,0.028916124090386824,2118,Bennelong,1.0,1.0
2118,Parramatta,1337,2040,29213,0.6553921568627451,0.04576729538219286,2118,Parramatta,1.0,0.9989914
2119,Berowra,319,398,6421,0.8015075376884422,0.04968073508799253,2119,Berowra,1.0,0.9974888
2119,Bennelong,79,398,20888,0.1984924623115578,0.003782075833014171,2119,Bennelong,1.0,1.0
2120,Berowra,1090,1090,6421,1.0,0.16975548979909671,2120,Berowra,1.0,0.9974888
2121,Bennelong,2752,2752,20888,1.0,0.1317502872462658,2121,Bennelong,1.0,1.0
2122,Bennelong,3847,3847,20888,1.0,0.1841727307545002,2122,Bennelong,1.0,1.0
2125,Berowra,480,546,6421,0.8791208791208791,0.07475471110418938,2125,Berowra,1.0,0.9974888
2125,Mitchell,66,546,8690,0.12087912087912088,0.007594936708860759,2125,Mitchell,1.0,0.9978378
2126,Berowra,799,799,6421,1.0,0.1244354461921819,2126,Berowra,1.0,0.9974888
2127,Reid,2864,2864,25455,1.0,0.11251227656648988,2127,Reid,0.9999997,0.9994758
2128,Reid,348,348,25455,1.0,0.013671184443134945,2128,Reid,1.0,0.9994758
2130,Watson,35,1471,20910,0.02379333786539769,0.001673840267814443,2130,Watson,1.0,0.9979036
2130,Grayndler,1436,1471,24703,0.9762066621346023,0.058130591426142575,2130,Grayndler,1.0,0.9957541
2131,Watson,1280,4339,20910,0.29499884766075135,0.06121472979435677,2131,Watson,1.0,0.9979036
2131,Grayndler,2872,4339,24703,0.6619036644388108,0.11626118285228515,2131,Grayndler,1.0,0.9957541
2131,Reid,187,4339,25455,0.04309748790043789,0.007346297387546651,2131,Reid,1.0,0.9994758
2132,Reid,804,983,25455,0.8179043743641913,0.031585150265173834,2132,Reid,1.0,0.9994758
2132,Watson,179,983,20910,0.18209562563580875,0.008560497369679579,2132,Watson,1.0,0.9979036
2133,Watson,1218,1218,20910,1.0,0.05824964131994261,2133,Watson,1.0,0.9979036
2134,Reid,2816,2816,25455,1.0,0.11062659595364369,2134,Reid,1.0,0.9994758
2135,Reid,3147,3147,25455,1.0,0.12362993517972894,2135,Reid,1.0,0.9994758
2136,Watson,732,732,20910,1.0,0.03500717360114777,2136,Watson,1.0,0.9979036
2137,Reid,2747,2747,25455,1.0,0.10791593007267727,2137,Reid,1.0,0.9994758
2138,Reid,4,4,25455,1.0,0.0001571400510705166,2139,Reid,1.0,0.9994758
2138,Reid,3490,3490,25455,1.0,0.13710469455902574,2138,Reid,1.0,0.9994758
2140,Reid,2834,2834,25455,1.0,0.111333726183461,2140,Reid,1.0,0.9994758
2141,Reid,1229,3306,25455,0.3717483363581367,0.048281280691416226,2141,Reid,0.9997959,0.9994758
2141,Watson,497,3306,20910,0.15033272837265577,0.02376853180296509,2141,Watson,0.9997959,0.9979036
2141,Blaxland,1580,3306,19410,0.4779189352692075,0.08140133951571354,2141,Blaxland,0.9997959,1.0
2142,Parramatta,3815,4195,29213,0.9094159713945172,0.13059254441515764,2142,Parramatta,0.9924219,0.9989914
2142,Blaxland,380,4195,19410,0.09058402860548272,0.019577537351880475,2142,Blaxland,0.9924219,1.0
2143,Blaxland,999,999,19410,1.0,0.05146831530139104,2143,Blaxland,1.0,1.0
2144,Blaxland,4561,4561,19410,1.0,0.23498196805770222,2144,Blaxland,1.0,1.0
2145,Parramatta,6630,9363,29213,0.7081063761614868,0.2269537534659227,2145,Parramatta,1.0,0.9989914
2145,Greenway,804,9363,14441,0.08586991348926626,0.055674814763520535,2145,Greenway,1.0,1.0
2145,McMahon,1929,9363,15828,0.20602371034924705,0.12187263078089462,2145,McMahon,1.0,0.9993712
2146,Greenway,745,1538,14441,0.48439531859557866,0.051589225122913925,2146,Greenway,1.0,1.0
2146,Mitchell,45,1538,8690,0.029258777633289986,0.005178365937859608,2146,Mitchell,1.0,0.9978378
2146,Parramatta,748,1538,29213,0.48634590377113135,0.02560503885256564,2146,Parramatta,1.0,0.9989914
2147,Greenway,3391,3391,14441,1.0,0.23481753341181358,2147,Greenway,1.0,1.0
2148,McMahon,3,7256,15828,0.00041345093715545756,0.00018953752843062926,2148,McMahon,0.9999038,0.9993712
2148,Chifley,3153,7256,18581,0.43453693495038587,0.16968946773585922,2148,Chifley,0.9999038,0.9990686
2148,Greenway,4100,7256,14441,0.5650496141124587,0.28391385638113703,2148,Greenway,0.9999038,1.0
2150,Parramatta,7475,7475,29213,1.0,0.25587923184883443,2150,Parramatta,1.0,0.9989914
2151,Mitchell,248,2868,8690,0.08647140864714087,0.028538550057537398,2151,Mitchell,1.0,0.9978378
2151,Parramatta,2620,2868,29213,0.9135285913528591,0.08968609865470852,2151,Parramatta,1.0,0.9989914
2152,Mitchell,746,1382,8690,0.5397973950795948,0.0858457997698504,2152,Mitchell,1.0,0.9978378
2152,Parramatta,636,1382,29213,0.4602026049204052,0.02177112929175367,2152,Parramatta,1.0,0.9989914
2153,Mitchell,3104,3104,8690,1.0,0.3571921749136939,2153,Mitchell,1.0,0.9978378
2154,Berowra,256,2454,6421,0.10431947840260798,0.03986917925556767,2154,Berowra,1.0,0.9974888
2154,Mitchell,2198,2454,8690,0.895680521597392,0.2529344073647871,2154,Mitchell,1.0,0.9978378
2155,Mitchell,2180,2809,8690,0.7760768956924172,0.2508630609896433,2155,Mitchell,0.9896648,0.9978378
2155,Greenway,629,2809,14441,0.22392310430758278,0.043556540405789074,2155,Greenway,0.9896648,1.0
2156,Mitchell,8,289,8690,0.02768166089965398,0.0009205983889528193,2156,Mitchell,1.0,0.9978378
2156,Berowra,281,289,6421,0.972318339100346,0.0437626537922442,2156,Berowra,1.0,0.9974888
2157,Berowra,152,152,6421,1.0,0.023672325182993302,2157,Berowra,1.0,0.9974888
2158,Berowra,344,344,6421,1.0,0.05357420962466906,2158,Berowra,1.0,0.9974888
2159,Berowra,200,200,6421,1.0,0.03114779629341224,2159,Berowra,1.0,0.9974888
2160,Parramatta,2466,4820,29213,0.5116182572614107,0.08441447300859206,2160,Parramatta,0.9985917,0.9989914
2160,McMahon,2354,4820,15828,0.4883817427385892,0.14872378064190042,2160,McMahon,0.9985917,0.9993712
2161,McMahon,2823,3609,15828,0.7822111388196176,0.17835481425322214,2161,McMahon,0.9999041,0.9993712
2161,Blaxland,687,3609,19410,0.19035743973399832,0.03539412673879443,2161,Blaxland,0.9999041,1.0
2161,Parramatta,99,3609,29213,0.02743142144638404,0.003388902201074864,2161,Parramatta,0.9999041,0.9989914
2162,Blaxland,1960,1960,19410,1.0,0.10097887686759402,2162,Blaxland,1.0,1.0
2163,Blaxland,812,1621,19410,0.5009253547193091,0.04183410613086038,2163,Blaxland,1.0,1.0
2163,Fowler,809,1621,18109,0.49907464528069095,0.04467391904577834,2163,Fowler,1.0,0.9996636
2164,McMahon,1825,1825,15828,1.0,0.11530199646196614,2164,McMahon,1.0,0.9993712
2165,McMahon,4869,5553,15828,0.8768233387358185,0.3076194086429113,2165,McMahon,1.0,0.9993712
2165,Fowler,684,5553,18109,0.12317666126418152,0.037771273952178476,2165,Fowler,1.0,0.9996636
2166,McMahon,130,5964,15828,0.021797451374916163,0.008213292898660601,2166,McMahon,1.0,0.9993712
2166,Fowler,5834,5964,18109,0.9782025486250838,0.322160251808493,2166,Fowler,1.0,0.9996636
2167,Werriwa,876,876,13352,1.0,0.06560814859197124,2167,Werriwa,1.0,1.0
2168,Werriwa,4450,4450,13352,1.0,0.33328340323547034,2168,Werriwa,1.0,1.0
2170,Fowler,7284,11165,18109,0.6523958799820869,0.4022309348942515,2170,Fowler,1.0,0.9996636
2170,Werriwa,3106,11165,13352,0.27819077474249887,0.23262432594367885,2170,Werriwa,1.0,1.0
2170,Hughes,775,11165,8153,0.06941334527541423,0.09505703422053231,2170,Hughes,1.0,1.0
2171,Werriwa,1601,1601,13352,1.0,0.11990713001797483,2171,Werriwa,1.0,1.0
2172,Hughes,123,123,8153,1.0,0.015086471237581259,2172,Hughes,1.0,1.0
2173,Hughes,1219,1219,8153,1.0,0.14951551576106956,2173,Hughes,1.0,1.0
2174,Werriwa,140,140,13352,1.0,0.010485320551228281,2174,Werriwa,1.0,1.0
2175,McMahon,80,80,15828,1.0,0.005054334091483447,2175,McMahon,1.0,0.9993712
2176,McMahon,43,2798,15828,0.015368120085775554,0.002716704574172353,2176,McMahon,1.0,0.9993712
2176,Fowler,2755,2798,18109,0.9846318799142244,0.15213429786294108,2176,Fowler,1.0,0.9996636
2177,Fowler,743,1353,18109,0.549150036954915,0.04102932243635761,2177,Fowler,1.0,0.9996636
2177,Werriwa,610,1353,13352,0.450849963045085,0.045686039544637506,2177,Werriwa,1.0,1.0
2178,McMahon,83,203,15828,0.4088669950738916,0.0052438716199140764,2178,McMahon,1.0,0.9993712
2178,Werriwa,120,203,13352,0.5911330049261084,0.008987417615338526,2178,Werriwa,1.0,1.0
2179,Macarthur,297,533,15438,0.5572232645403377,0.0192382432957637,2179,Macarthur,0.9992883,0.9982202
2179,Werriwa,236,533,13352,0.4427767354596623,0.017675254643499103,2179,Werriwa,0.9992883,1.0
2190,Watson,2240,2240,20910,1.0,0.10712577714012435,2190,Watson,1.0,0.9979036
2191,Watson,590,590,20910,1.0,0.028216164514586323,2191,Watson,1.0,0.9979036
2192,Barton,56,1824,21228,0.03070175438596491,0.0026380252496702467,2192,Barton,1.0,0.997642
2192,Watson,1768,1824,20910,0.9692982456140351,0.08455284552845528,2192,Watson,1.0,0.9979036
2193,Barton,630,1616,21228,0.38985148514851486,0.029677784058790277,2193,Barton,1.0,0.997642
2193,Grayndler,403,1616,24703,0.24938118811881188,0.01631380803950937,2193,Grayndler,1.0,0.9957541
2193,Watson,583,1616,20910,0.36076732673267325,0.027881396461023434,2193,Watson,1.0,0.9979036
2194,Barton,488,4159,21228,0.11733589805241644,0.022988505747126436,2194,Barton,1.0,0.997642
2194,Watson,3671,4159,20910,0.8826641019475836,0.17556193208990914,2194,Watson,1.0,0.9979036
2195,Watson,4442,4442,20910,1.0,0.21243424198947872,2195,Watson,1.0,0.9979036
2196,Watson,3047,3047,20910,1.0,0.1457197513151602,2196,Watson,1.0,0.9979036
2197,Blaxland,837,837,19410,1.0,0.04312210200927357,2197,Blaxland,1.0,1.0
2198,Blaxland,428,428,19410,1.0,0.022050489438433796,2198,Blaxland,1.0,1.0
2199,Blaxland,1783,1783,19410,1.0,0.09185986604842865,2199,Blaxland,1.0,1.0
2200,Watson,213,5330,20910,0.0399624765478424,0.010186513629842181,2200,Watson,0.9944774,0.9979036
2200,Blaxland,5117,5330,19410,0.9600375234521576,0.26362699639361153,2200,Blaxland,0.9944774,1.0
2203,Grayndler,2270,2399,24703,0.9462275948311797,0.0918916730761446,2203,Grayndler,1.0,0.9957541
2203,Barton,129,2399,21228,0.05377240516882034,0.00607687959299039,2203,Barton,1.0,0.997642
2204,Barton,1864,4359,21228,0.42762101399403535,0.08780855473902394,2204,Barton,1.0,0.997642
2204,Grayndler,2495,4359,24703,0.5723789860059647,0.10099987855726025,2204,Grayndler,1.0,0.9957541
2205,Barton,3197,3197,21228,1.0,0.15060297719992463,2205,Barton,0.9946045,0.997642
2206,Barton,1234,1234,21228,1.0,0.05813077068023365,2206,Barton,1.0,0.997642
2207,Barton,2178,2178,21228,1.0,0.10260033917467495,2207,Barton,0.9945938,0.997642
2208,Watson,212,1001,20910,0.21178821178821178,0.01013868962219034,2208,Watson,1.0,0.9979036
2208,Barton,789,1001,21228,0.7882117882117882,0.037167891464104014,2208,Barton,1.0,0.997642
2209,Watson,98,1671,20910,0.05864751645721125,0.00468675274988044,2209,Watson,0.9918103,0.9979036
2209,Banks,1320,1671,16263,0.7899461400359067,0.08116583656152002,2209,Banks,0.9918103,1.0
2209,Barton,253,1671,21228,0.15140634350688212,0.011918221217260222,2209,Barton,0.9918103,0.997642
2210,Banks,3182,3287,16263,0.9680559780955278,0.19565885752936113,2210,Banks,0.9967395,1.0
2210,Watson,105,3287,20910,0.03194402190447216,0.005021520803443328,2210,Watson,0.9967395,0.9979036
2211,Banks,1429,1472,16263,0.9707880434782609,0.08786816700485765,2211,Banks,1.0,1.0
2211,Blaxland,43,1472,19410,0.029211956521739132,0.002215352910870685,2211,Blaxland,1.0,1.0
2212,Blaxland,106,1628,19410,0.06511056511056511,0.005461102524471921,2212,Blaxland,1.0,1.0
2212,Banks,1522,1628,16263,0.9348894348894349,0.09358666912623748,2212,Banks,1.0,1.0
2213,Banks,1739,1739,16263,1.0,0.10692984074279038,2213,Banks,1.0,1.0
2214,Blaxland,117,117,19410,1.0,0.006027820710973725,2214,Blaxland,1.0,1.0
