Postcode,GCCSA,Rented Households,Postcode Totals,GCCSA Totals,Postcode Fraction,GCCSA Fraction,POA_NAME_2016,GCCSA_NAME_2016,POA_2016_2021_RATIO,GCCSA_2016_2021_RATIO
2563,Greater Sydney,39,39,547460,1.0,7.123808132100975e-05,2563,Greater Sydney,1.0,0.999999
2564,Greater Sydney,1789,1789,547460,1.0,0.0032678186534176013,2564,Greater Sydney,1.0,0.999999
2565,Greater Sydney,1819,1819,547460,1.0,0.0033226171775106858,2565,Greater Sydney,0.9967247,0.999999
2566,Greater Sydney,2187,2187,547460,1.0,0.003994812406385855,2566,Greater Sydney,1.0,0.999999
2567,Greater Sydney,2273,2273,547460,1.0,0.00415190150878603,2567,Greater Sydney,0.9930282,0.999999
2568,Greater Sydney,30,30,547460,1.0,5.479852409308443e-05,2568,Greater Sydney,1.0,0.999999
2569,Greater Sydney,38,38,547460,1.0,6.941146385124027e-05,2569,Greater Sydney,1.0,0.999999
2570,Greater Sydney,2295,2295,547460,1.0,0.004192087093120959,2570,Greater Sydney,0.9999802,0.999999
2571,Rest of NSW,12,508,266886,0.023622047244094488,4.496301791776264e-05,2571,Rest of NSW,1.0,0.9999997
2571,Greater Sydney,496,508,547460,0.9763779527559056,0.0009060022650056625,2571,Greater Sydney,1.0,0.999999
2572,Greater Sydney,255,255,547460,1.0,0.0004657874547912176,2572,Greater Sydney,1.0,0.999999
2573,Greater Sydney,493,493,547460,1.0,0.0009005224125963541,2573,Greater Sydney,1.0,0.999999
2574,Greater Sydney,246,246,547460,1.0,0.0004493478975632923,2574,Greater Sydney,1.0,0.999999
2575,Rest of NSW,1079,1079,266886,1.0,0.004042924694438824,2575,Rest of NSW,1.0,0.9999997
2576,Rest of NSW,904,904,266886,1.0,0.003387214016471452,2576,Rest of NSW,1.0,0.9999997
2577,Rest of NSW,1217,1217,266886,1.0,0.004559999400493095,2577,Rest of NSW,1.0,0.9999997
2578,Rest of NSW,132,132,266886,1.0,0.000494593197095389,2578,Rest of NSW,1.0,0.9999997
2579,Rest of NSW,204,204,266886,1.0,0.0007643713046019649,2579,Rest of NSW,1.0,0.9999997
2580,Rest of NSW,3007,3007,266886,1.0,0.011266982906559355,2580,Rest of NSW,1.0,0.9999997
2581,Rest of NSW,103,103,266886,1.0,0.00038593257046079597,2581,Rest of NSW,1.0,0.9999997
2582,Rest of NSW,739,739,266886,1.0,0.002768972520102216,2582,Rest of NSW,1.0,0.9999997
2583,Rest of NSW,258,258,266886,1.0,0.0009667048852318968,2583,Rest of NSW,1.0,0.9999997
2584,Rest of NSW,41,41,266886,1.0,0.0001536236445523557,2584,Rest of NSW,1.0,0.9999997
2585,Rest of NSW,17,17,266886,1.0,6.369760871683041e-05,2585,Rest of NSW,1.0,0.9999997
2586,Rest of NSW,186,186,266886,1.0,0.0006969267777253209,2586,Rest of NSW,1.0,0.9999997
2587,Rest of NSW,193,193,266886,1.0,0.0007231552048440158,2587,Rest of NSW,1.0,0.9999997
2588,Rest of NSW,12,12,266886,1.0,4.496301791776264e-05,2588,Rest of NSW,1.0,0.9999997
2590,Rest of NSW,669,669,266886,1.0,0.0025066882489152673,2590,Rest of NSW,1.0,0.9999997
2594,Rest of NSW,1231,1231,266886,1.0,0.004612456254730484,2594,Rest of NSW,1.0,0.9999997
2611,Rest of NSW,3,3,266886,1.0,1.124075447944066e-05,2611,Rest of NSW,1.0,0.9999997
2618,Rest of NSW,47,47,266886,1.0,0.000176105153511237,2618,Rest of NSW,0.8910169,0.9999997
2619,Rest of NSW,633,633,266886,1.0,0.0023717991951619794,2619,Rest of NSW,1.0,0.9999997
2620,Rest of NSW,4570,4570,266886,1.0,0.01712341599034794,2620,Rest of NSW,0.9998418,0.9999997
2621,Rest of NSW,283,283,266886,1.0,0.0010603778392272356,2621,Rest of NSW,1.0,0.9999997
2622,Rest of NSW,235,235,266886,1.0,0.000880525767556185,2622,Rest of NSW,0.9693882,0.9999997
2623,Rest of NSW,39,39,266886,1.0,0.00014612980823272857,2623,Rest of NSW,1.0,0.9999997
2625,Rest of NSW,42,42,266886,1.0,0.00015737056271216925,2625,Rest of NSW,1.0,0.9999997
2626,Rest of NSW,10,10,266886,1.0,3.746918159813553e-05,2626,Rest of NSW,1.0,0.9999997
2627,Rest of NSW,744,744,266886,1.0,0.0027877071109012838,2627,Rest of NSW,0.977841,0.9999997
2628,Rest of NSW,155,155,266886,1.0,0.0005807723147711008,2628,Rest of NSW,1.0,0.9999997
2629,Rest of NSW,45,45,266886,1.0,0.0001686113171916099,2629,Rest of NSW,1.0,0.9999997
2630,Rest of NSW,869,869,266886,1.0,0.003256071880877978,2630,Rest of NSW,1.0,0.9999997
2631,Rest of NSW,30,30,266886,1.0,0.0001124075447944066,2631,Rest of NSW,1.0,0.9999997
2632,Rest of NSW,150,150,266886,1.0,0.000562037723972033,2632,Rest of NSW,1.0,0.9999997
2633,Rest of NSW,15,15,266886,1.0,5.62037723972033e-05,2633,Rest of NSW,1.0,0.9999997
2640,Rest of NSW,4285,4285,266886,1.0,0.016055544314801076,2640,Rest of NSW,1.0,0.9999997
2641,Rest of NSW,2286,2286,266886,1.0,0.008565454913333784,2641,Rest of NSW,1.0,0.9999997
2642,Rest of NSW,217,217,266886,1.0,0.0008130812406795411,2642,Rest of NSW,1.0,0.9999997
2643,Rest of NSW,194,194,266886,1.0,0.0007269021230038293,2643,Rest of NSW,1.0,0.9999997
2644,Rest of NSW,160,160,266886,1.0,0.0005995069055701685,2644,Rest of NSW,1.0,0.9999997
2645,Rest of NSW,23,23,266886,1.0,8.617911767571172e-05,2645,Rest of NSW,1.0,0.9999997
2646,Rest of NSW,600,600,266886,1.0,0.002248150895888132,2646,Rest of NSW,1.0,0.9999997
2647,Rest of NSW,193,193,266886,1.0,0.0007231552048440158,2647,Rest of NSW,1.0,0.9999997
2648,Rest of NSW,209,209,266886,1.0,0.0007831058954010327,2648,Rest of NSW,1.0,0.9999997
2650,Rest of NSW,7045,7045,266886,1.0,0.026397038435886484,2650,Rest of NSW,1.0,0.9999997
2651,Rest of NSW,264,264,266886,1.0,0.000989186394190778,2651,Rest of NSW,1.0,0.9999997
2652,Rest of NSW,249,249,266886,1.0,0.0009329826217935748,2652,Rest of NSW,1.0,0.9999997
2653,Rest of NSW,218,218,266886,1.0,0.0008168281588393547,2653,Rest of NSW,1.0,0.9999997
2655,Rest of NSW,62,62,266886,1.0,0.0002323089259084403,2655,Rest of NSW,1.0,0.9999997
2656,Rest of NSW,92,92,266886,1.0,0.0003447164707028469,2656,Rest of NSW,1.0,0.9999997
2658,Rest of NSW,89,89,266886,1.0,0.00033347571622340623,2658,Rest of NSW,1.0,0.9999997
2659,Rest of NSW,41,41,266886,1.0,0.0001536236445523557,2659,Rest of NSW,1.0,0.9999997
2660,Rest of NSW,114,114,266886,1.0,0.00042714867021874506,2660,Rest of NSW,1.0,0.9999997
2661,Rest of NSW,45,45,266886,1.0,0.0001686113171916099,2661,Rest of NSW,1.0,0.9999997
2663,Rest of NSW,404,404,266886,1.0,0.0015137549365646756,2663,Rest of NSW,1.0,0.9999997
2665,Rest of NSW,110,110,266886,1.0,0.00041216099757949087,2665,Rest of NSW,1.0,0.9999997
2666,Rest of NSW,463,463,266886,1.0,0.0017348231079936751,2666,Rest of NSW,1.0,0.9999997
2668,Rest of NSW,14,14,266886,1.0,5.245685423738975e-05,2668,Rest of NSW,1.0,0.9999997
2669,Rest of NSW,64,64,266886,1.0,0.00023980276222806743,2669,Rest of NSW,1.0,0.9999997
2671,Rest of NSW,343,343,266886,1.0,0.0012851929288160487,2671,Rest of NSW,1.0,0.9999997
2672,Rest of NSW,182,182,266886,1.0,0.0006819391050860667,2672,Rest of NSW,1.0,0.9999997
2675,Rest of NSW,179,179,266886,1.0,0.000670698350606626,2675,Rest of NSW,1.0,0.9999997
2680,Rest of NSW,2548,2548,266886,1.0,0.009547147471204933,2680,Rest of NSW,1.0,0.9999997
2681,Rest of NSW,127,127,266886,1.0,0.00047585860629632126,2681,Rest of NSW,1.0,0.9999997
2700,Rest of NSW,480,480,266886,1.0,0.0017985207167105057,2700,Rest of NSW,1.0,0.9999997
2701,Rest of NSW,134,134,266886,1.0,0.0005020870334150161,2701,Rest of NSW,1.0,0.9999997
2702,Rest of NSW,34,34,266886,1.0,0.00012739521743366082,2702,Rest of NSW,1.0,0.9999997
2703,Rest of NSW,58,58,266886,1.0,0.0002173212532691861,2703,Rest of NSW,1.0,0.9999997
2705,Rest of NSW,1001,1001,266886,1.0,0.0037506650779733667,2705,Rest of NSW,1.0,0.9999997
2706,Rest of NSW,141,141,266886,1.0,0.000528315460533711,2706,Rest of NSW,1.0,0.9999997
2707,Rest of NSW,133,133,266886,1.0,0.0004983401152552026,2707,Rest of NSW,1.0,0.9999997
2710,Rest of NSW,995,995,266886,1.0,0.0037281835690144856,2710,Rest of NSW,1.0,0.9999997
2711,Rest of NSW,326,326,266886,1.0,0.0012214953200992184,2711,Rest of NSW,1.0,0.9999997
2712,Rest of NSW,107,107,266886,1.0,0.0004009202431000502,2712,Rest of NSW,1.0,0.9999997
2713,Rest of NSW,255,255,266886,1.0,0.0009554641307524561,2713,Rest of NSW,1.0,0.9999997
2714,Rest of NSW,227,227,266886,1.0,0.0008505504222776766,2714,Rest of NSW,1.0,0.9999997
2715,Rest of NSW,163,163,266886,1.0,0.0006107476600496092,2715,Rest of NSW,1.0,0.9999997
2716,Rest of NSW,93,93,266886,1.0,0.00034846338886266047,2716,Rest of NSW,1.0,0.9999997
2717,Rest of NSW,140,140,266886,1.0,0.0005245685423738974,2717,Rest of NSW,0.9823261,0.9999997
2720,Rest of NSW,796,796,266886,1.0,0.0029825468552115886,2720,Rest of NSW,1.0,0.9999997
2721,Rest of NSW,9,9,266886,1.0,3.372226343832198e-05,2721,Rest of NSW,1.0,0.9999997
2722,Rest of NSW,249,249,266886,1.0,0.0009329826217935748,2722,Rest of NSW,1.0,0.9999997
2725,Rest of NSW,12,12,266886,1.0,4.496301791776264e-05,2725,Rest of NSW,1.0,0.9999997
2726,Rest of NSW,14,14,266886,1.0,5.245685423738975e-05,2726,Rest of NSW,1.0,0.9999997
2727,Rest of NSW,14,14,266886,1.0,5.245685423738975e-05,2727,Rest of NSW,0.8295316,0.9999997
2729,Rest of NSW,89,89,266886,1.0,0.00033347571622340623,2729,Rest of NSW,0.9999997,0.9999997
2730,Rest of NSW,118,118,266886,1.0,0.0004421363428579993,2730,Rest of NSW,1.0,0.9999997
2731,Rest of NSW,575,575,266886,1.0,0.002154477941892793,2731,Rest of NSW,1.0,0.9999997
2732,Rest of NSW,159,159,266886,1.0,0.0005957599874103549,2732,Rest of NSW,1.0,0.9999997
2733,Rest of NSW,41,41,266886,1.0,0.0001536236445523557,2733,Rest of NSW,1.0,0.9999997
2734,Rest of NSW,7,7,266886,1.0,2.6228427118694874e-05,2734,Rest of NSW,1.0,0.9999997
2735,Rest of NSW,22,22,266886,1.0,8.243219951589817e-05,2735,Rest of NSW,1.0,0.9999997
2736,Rest of NSW,23,23,266886,1.0,8.617911767571172e-05,2736,Rest of NSW,1.0,0.9999997
2737,Rest of NSW,59,59,266886,1.0,0.00022106817142899965,2737,Rest of NSW,1.0,0.9999997
2738,Rest of NSW,94,94,266886,1.0,0.000352210307022474,2738,Rest of NSW,1.0,0.9999997
2739,Rest of NSW,124,124,266886,1.0,0.0004646178518168806,2739,Rest of NSW,1.0,0.9999997
2745,Greater Sydney,1811,1811,547460,1.0,0.0033080042377525297,2745,Greater Sydney,1.0,0.999999
2747,Greater Sydney,4726,4726,547460,1.0,0.008632594162130566,2747,Greater Sydney,1.0,0.999999
2748,Greater Sydney,75,75,547460,1.0,0.00013699631023271106,2748,Greater Sydney,1.0,0.999999
2749,Greater Sydney,1350,1350,547460,1.0,0.0024659335841887993,2749,Greater Sydney,1.0,0.999999
2750,Greater Sydney,5451,5451,547460,1.0,0.00995689182771344,2750,Greater Sydney,1.0,0.999999
2752,Greater Sydney,153,153,547460,1.0,0.0002794724728747306,2752,Greater Sydney,1.0,0.999999
2753,Greater Sydney,1515,1515,547460,1.0,0.0027673254667007637,2753,Greater Sydney,1.0,0.999999
2754,Greater Sydney,525,525,547460,1.0,0.0009589741716289774,2754,Greater Sydney,1.0,0.999999
2756,Greater Sydney,2815,2815,547460,1.0,0.005141928177401089,2756,Greater Sydney,1.0,0.999999
2757,Greater Sydney,34,34,547460,1.0,6.210499397216235e-05,2757,Greater Sydney,1.0,0.999999
2758,Greater Sydney,197,197,547460,1.0,0.00035984364154458773,2758,Greater Sydney,1.0,0.999999
2759,Greater Sydney,1393,1393,547460,1.0,0.002544478135388887,2759,Greater Sydney,1.0,0.999999
2760,Greater Sydney,4387,4387,547460,1.0,0.008013370839878712,2760,Greater Sydney,1.0,0.999999
2761,Greater Sydney,2020,2020,547460,1.0,0.0036897672889343513,2761,Greater Sydney,1.0,0.999999
2762,Greater Sydney,382,382,547460,1.0,0.0006977678734519417,2762,Greater Sydney,0.9999998,0.999999
2763,Greater Sydney,2484,2484,547460,1.0,0.004537317794907391,2763,Greater Sydney,1.0,0.999999
2765,Greater Sydney,1183,1183,547460,1.0,0.002160888466737296,2765,Greater Sydney,0.9919364,0.999999
2766,Greater Sydney,1251,1251,547460,1.0,0.0022850984546816206,2766,Greater Sydney,1.0,0.999999
2767,Greater Sydney,2138,2138,547460,1.0,0.0039053081503671503,2767,Greater Sydney,1.0,0.999999
2768,Greater Sydney,1512,1512,547460,1.0,0.002761845614291455,2768,Greater Sydney,1.0,0.999999
2769,Greater Sydney,649,649,547460,1.0,0.001185474737880393,2769,Greater Sydney,1.0,0.999999
2770,Greater Sydney,8773,8773,547460,1.0,0.016024915062287655,2770,Greater Sydney,1.0,0.999999
2773,Greater Sydney,264,264,547460,1.0,0.00048222701201914295,2773,Greater Sydney,1.0,0.999999
2774,Greater Sydney,664,664,547460,1.0,0.0012128739999269353,2774,Greater Sydney,1.0,0.999999
2775,Greater Sydney,87,87,547460,1.0,0.00015891571986994483,2775,Greater Sydney,1.0,0.999999
2776,Greater Sydney,201,201,547460,1.0,0.00036715011142366566,2776,Greater Sydney,1.0,0.999999
2777,Greater Sydney,882,882,547460,1.0,0.0016110766083366822,2777,Greater Sydney,1.0,0.999999
2778,Greater Sydney,76,76,547460,1.0,0.00013882292770248054,2778,Greater Sydney,1.0,0.999999
2779,Greater Sydney,266,266,547460,1.0,0.0004858802469586819,2779,Greater Sydney,1.0,0.999999
2780,Greater Sydney,1542,1542,547460,1.0,0.0028166441383845396,2780,Greater Sydney,1.0,0.999999
2782,Greater Sydney,449,449,547460,1.0,0.0008201512439264969,2782,Greater Sydney,1.0,0.999999
2783,Greater Sydney,205,205,547460,1.0,0.0003744565813027436,2783,Greater Sydney,1.0,0.999999
2784,Greater Sydney,70,70,547460,1.0,0.00012786322288386366,2784,Greater Sydney,1.0,0.999999
2785,Greater Sydney,452,457,547460,0.9890590809628009,0.0008256310963358054,2785,Greater Sydney,1.0,0.999999
2785,Rest of NSW,5,457,266886,0.010940919037199124,1.8734590799067766e-05,2785,Rest of NSW,1.0,0.9999997
2786,Greater Sydney,91,91,547460,1.0,0.00016622218974902275,2786,Greater Sydney,1.0,0.999999
2787,Rest of NSW,364,364,266886,1.0,0.0013638782101721334,2787,Rest of NSW,1.0,0.9999997
2790,Rest of NSW,1558,1558,266886,1.0,0.005837698492989516,2790,Rest of NSW,1.0,0.9999997
2791,Rest of NSW,18,18,266886,1.0,6.744452687664396e-05,2791,Rest of NSW,1.0,0.9999997
2792,Rest of NSW,26,26,266886,1.0,9.741987215515239e-05,2792,Rest of NSW,1.0,0.9999997
2793,Rest of NSW,47,47,266886,1.0,0.000176105153511237,2793,Rest of NSW,1.0,0.9999997
2794,Rest of NSW,1115,1115,266886,1.0,0.004177813748192112,2794,Rest of NSW,1.0,0.9999997
2795,Rest of NSW,4389,4389,266886,1.0,0.016445223803421685,2795,Rest of NSW,1.0,0.9999997
2797,Rest of NSW,13,13,266886,1.0,4.8709936077576195e-05,2797,Rest of NSW,1.0,0.9999997
2798,Rest of NSW,102,102,266886,1.0,0.00038218565230098244,2798,Rest of NSW,1.0,0.9999997
2799,Rest of NSW,384,384,266886,1.0,0.0014388165733684045,2799,Rest of NSW,1.0,0.9999997
2800,Rest of NSW,5037,5037,266886,1.0,0.01887322677098087,2800,Rest of NSW,1.0,0.9999997
2803,Rest of NSW,12,12,266886,1.0,4.496301791776264e-05,2803,Rest of NSW,1.0,0.9999997
2804,Rest of NSW,203,203,266886,1.0,0.0007606243864421513,2804,Rest of NSW,1.0,0.9999997
2805,Rest of NSW,16,16,266886,1.0,5.9950690557016856e-05,2805,Rest of NSW,1.0,0.9999997
2806,Rest of NSW,43,43,266886,1.0,0.00016111748087198279,2806,Rest of NSW,1.0,0.9999997
2807,Rest of NSW,16,16,266886,1.0,5.9950690557016856e-05,2807,Rest of NSW,1.0,0.9999997
2808,Rest of NSW,7,7,266886,1.0,2.6228427118694874e-05,2808,Rest of NSW,1.0,0.9999997
2809,Rest of NSW,4,4,266886,1.0,1.4987672639254214e-05,2809,Rest of NSW,1.0,0.9999997
2810,Rest of NSW,227,227,266886,1.0,0.0008505504222776766,2810,Rest of NSW,1.0,0.9999997
2817,Rest of NSW,8,8,266886,1.0,2.9975345278508428e-05,2817,Rest of NSW,1.0,0.9999997
2818,Rest of NSW,32,32,266886,1.0,0.00011990138111403371,2818,Rest of NSW,1.0,0.9999997
2820,Rest of NSW,670,670,266886,1.0,0.002510435167075081,2820,Rest of NSW,1.0,0.9999997
2821,Rest of NSW,438,438,266886,1.0,0.0016411501539983363,2821,Rest of NSW,1.0,0.9999997
2822,Rest of NSW,9,9,266886,1.0,3.372226343832198e-05,2822,Rest of NSW,0.841766,0.9999997
2823,Rest of NSW,127,127,266886,1.0,0.00047585860629632126,2823,Rest of NSW,1.0,0.9999997
2824,Rest of NSW,240,240,266886,1.0,0.0008992603583552528,2824,Rest of NSW,1.0,0.9999997
2825,Rest of NSW,278,278,266886,1.0,0.0010416432484281679,2825,Rest of NSW,1.0,0.9999997
2826,Rest of NSW,7,7,266886,1.0,2.6228427118694874e-05,2826,Rest of NSW,1.0,0.9999997
2827,Rest of NSW,364,364,266886,1.0,0.0013638782101721334,2827,Rest of NSW,1.0,0.9999997
2828,Rest of NSW,76,76,266886,1.0,0.0002847657801458301,2828,Rest of NSW,1.0,0.9999997
2829,Rest of NSW,299,299,266886,1.0,0.0011203285297842524,2829,Rest of NSW,0.987677,0.9999997
2830,Rest of NSW,4545,4545,266886,1.0,0.0170297430363526,2830,Rest of NSW,1.0,0.9999997
2831,Rest of NSW,70,70,266886,1.0,0.0002622842711869487,2831,Rest of NSW,1.0,0.9999997
2832,Rest of NSW,345,345,266886,1.0,0.0012926867651356759,2832,Rest of NSW,1.0,0.9999997
2833,Rest of NSW,91,91,266886,1.0,0.00034096955254303335,2833,Rest of NSW,1.0,0.9999997
2834,Rest of NSW,321,321,266886,1.0,0.0012027607293001506,2834,Rest of NSW,1.0,0.9999997
2835,Rest of NSW,571,571,266886,1.0,0.002139490269253539,2835,Rest of NSW,1.0,0.9999997
2836,Rest of NSW,128,128,266886,1.0,0.00047960552445613485,2836,Rest of NSW,1.0,0.9999997
2838,Rest of NSW,57,57,266886,1.0,0.00021357433510937253,2838,Rest of NSW,1.0,0.9999997
2839,Rest of NSW,239,239,266886,1.0,0.0008955134401954393,2839,Rest of NSW,1.0,0.9999997
2840,Rest of NSW,321,321,266886,1.0,0.0012027607293001506,2840,Rest of NSW,1.0,0.9999997
2842,Rest of NSW,30,30,266886,1.0,0.0001124075447944066,2842,Rest of NSW,1.0,0.9999997
2843,Rest of NSW,111,111,266886,1.0,0.0004159079157393044,2843,Rest of NSW,1.0,0.9999997
2844,Rest of NSW,112,112,266886,1.0,0.000419654833899118,2844,Rest of NSW,1.0,0.9999997
2845,Rest of NSW,166,166,266886,1.0,0.0006219884145290498,2845,Rest of NSW,1.0,0.9999997
2846,Rest of NSW,10,10,266886,1.0,3.746918159813553e-05,2846,Rest of NSW,1.0,0.9999997
2847,Rest of NSW,110,110,266886,1.0,0.00041216099757949087,2847,Rest of NSW,1.0,0.9999997
2848,Rest of NSW,200,200,266886,1.0,0.0007493836319627106,2848,Rest of NSW,1.0,0.9999997
2849,Rest of NSW,106,106,266886,1.0,0.0003971733249402367,2849,Rest of NSW,1.0,0.9999997
2850,Rest of NSW,1741,1741,266886,1.0,0.006523384516235397,2850,Rest of NSW,1.0,0.9999997
2852,Rest of NSW,282,282,266886,1.0,0.001056630921067422,2852,Rest of NSW,1.0,0.9999997
2864,Rest of NSW,34,34,266886,1.0,0.00012739521743366082,2864,Rest of NSW,1.0,0.9999997
2865,Rest of NSW,50,50,266886,1.0,0.00018734590799067766,2865,Rest of NSW,1.0,0.9999997
2866,Rest of NSW,227,227,266886,1.0,0.0008505504222776766,2866,Rest of NSW,1.0,0.9999997
2867,Rest of NSW,32,32,266886,1.0,0.00011990138111403371,2867,Rest of NSW,1.0,0.9999997
2868,Rest of NSW,45,45,266886,1.0,0.0001686113171916099,2868,Rest of NSW,1.0,0.9999997
2869,Rest of NSW,119,119,266886,1.0,0.00044588326101781283,2869,Rest of NSW,1.0,0.9999997
2870,Rest of NSW,1292,1292,266886,1.0,0.004841018262479111,2870,Rest of NSW,1.0,0.9999997
2871,Rest of NSW,890,890,266886,1.0,0.0033347571622340624,2871,Rest of NSW,0.9851976,0.9999997
2873,Rest of NSW,40,40,266886,1.0,0.00014987672639254213,2873,Rest of NSW,1.0,0.9999997
2874,Rest of NSW,22,22,266886,1.0,8.243219951589817e-05,2874,Rest of NSW,1.0,0.9999997
2875,Rest of NSW,67,67,266886,1.0,0.00025104351670750805,2875,Rest of NSW,1.0,0.9999997
2876,Rest of NSW,10,10,266886,1.0,3.746918159813553e-05,2876,Rest of NSW,1.0,0.9999997
2877,Rest of NSW,391,391,266886,1.0,0.0014650450004870994,2877,Rest of NSW,1.0,0.9999997
2878,Rest of NSW,22,22,266886,1.0,8.243219951589817e-05,2878,Rest of NSW,1.0,0.9999997
2879,Rest of NSW,78,78,266886,1.0,0.00029225961646545714,2879,Rest of NSW,1.0,0.9999997
2880,Rest of NSW,1692,1692,266886,1.0,0.0063397855264045325,2880,Rest of NSW,1.0,0.9999997
2898,Rest of NSW,38,38,266886,1.0,0.00014238289007291504,2898,Rest of NSW,1.0,0.9999997
