Row Number,SED Code 2021,SED,State,Postcode,Postcode Area (sq km),SED Area (sq km)
1,10001,Albury,New South Wales,2624,348.5647,19684.1233
2,10001,Albury,New South Wales,2627,1994.6112,19684.1233
3,10001,Albury,New South Wales,2628,2337.0094,19684.1233
4,10001,Albury,New South Wales,2629,2054.5144,19684.1233
5,10001,Albury,New South Wales,2640,1029.4042,19684.1233
6,10001,Albury,New South Wales,2641,33.5384,19684.1233
7,10001,Albury,New South Wales,2642,4076.8,19684.1233
8,10001,Albury,New South Wales,2643,156.4024,19684.1233
9,10001,Albury,New South Wales,2644,2157.7365,19684.1233
10,10001,Albury,New South Wales,2645,1181.6879,19684.1233
11,10001,Albury,New South Wales,2646,2895.4549,19684.1233
12,10001,Albury,New South Wales,2647,357.3501,19684.1233
13,10001,Albury,New South Wales,2649,247.113,19684.1233
14,10001,Albury,New South Wales,2650,4061.238,19684.1233
15,10001,Albury,New South Wales,2652,6116.1137,19684.1233
16,10001,Albury,New South Wales,2653,1228.8205,19684.1233
17,10001,Albury,New South Wales,2656,1497.1368,19684.1233
18,10001,Albury,New South Wales,2658,748.0545,19684.1233
19,10001,Albury,New South Wales,2659,367.5445,19684.1233
20,10001,Albury,New South Wales,2660,451.2793,19684.1233
21,10001,Albury,New South Wales,2700,3016.2983,19684.1233
22,10001,Albury,New South Wales,2707,2112.3439,19684.1233
23,10001,Albury,New South Wales,2710,10466.1631,19684.1233
24,10001,Albury,New South Wales,2712,966.5102,19684.1233
25,10001,Albury,New South Wales,2713,970.31,19684.1233
26,10001,Albury,New South Wales,2716,2861.8271,19684.1233
27,10001,Albury,New South Wales,2720,2485.6548,19684.1233
28,10001,Albury,New South Wales,2730,420.4856,19684.1233
29,10002,Auburn,New South Wales,2115,3.9347,38.4245
30,10002,Auburn,New South Wales,2116,3.7975,38.4245
31,10002,Auburn,New South Wales,2127,8.1408,38.4245
32,10002,Auburn,New South Wales,2128,2.7,38.4245
33,10002,Auburn,New South Wales,2135,6.5375,38.4245
34,10002,Auburn,New South Wales,2138,3.7811,38.4245
35,10002,Auburn,New South Wales,2140,3.7487,38.4245
36,10002,Auburn,New South Wales,2141,11.9359,38.4245
37,10002,Auburn,New South Wales,2142,10.9833,38.4245
38,10002,Auburn,New South Wales,2143,4.3104,38.4245
39,10002,Auburn,New South Wales,2144,8.5637,38.4245
40,10002,Auburn,New South Wales,2160,8.4346,38.4245
41,10002,Auburn,New South Wales,2161,11.2122,38.4245
42,10002,Auburn,New South Wales,2162,5.7908,38.4245
43,10002,Auburn,New South Wales,2190,9.7772,38.4245
44,10003,Ballina,New South Wales,2471,442.1506,1050.7719
45,10003,Ballina,New South Wales,2472,466.4076,1050.7719
46,10003,Ballina,New South Wales,2477,227.642,1050.7719
47,10003,Ballina,New South Wales,2478,185.6804,1050.7719
48,10003,Ballina,New South Wales,2479,164.5709,1050.7719
49,10003,Ballina,New South Wales,2480,1369.4565,1050.7719
50,10003,Ballina,New South Wales,2481,131.029,1050.7719
51,10003,Ballina,New South Wales,2482,180.2681,1050.7719
52,10003,Ballina,New South Wales,2483,182.7314,1050.7719
53,10003,Ballina,New South Wales,2484,972.2983,1050.7719
54,10004,Balmain,New South Wales,2007,0.5588,13.2658
55,10004,Balmain,New South Wales,2008,0.845,13.2658
56,10004,Balmain,New South Wales,2009,0.9299,13.2658
57,10004,Balmain,New South Wales,2037,2.1374,13.2658
58,10004,Balmain,New South Wales,2038,1.4931,13.2658
59,10004,Balmain,New South Wales,2039,1.8337,13.2658
60,10004,Balmain,New South Wales,2040,4.754,13.2658
61,10004,Balmain,New South Wales,2041,2.4666,13.2658
62,10004,Balmain,New South Wales,2045,2.3828,13.2658
63,10004,Balmain,New South Wales,2048,1.218,13.2658
64,10004,Balmain,New South Wales,2049,1.929,13.2658
65,10004,Balmain,New South Wales,2050,1.5031,13.2658
66,10004,Balmain,New South Wales,2130,1.2031,13.2658
67,10005,Bankstown,New South Wales,2141,11.9359,27.2579
68,10005,Bankstown,New South Wales,2143,4.3104,27.2579
69,10005,Bankstown,New South Wales,2144,8.5637,27.2579
70,10005,Bankstown,New South Wales,2161,11.2122,27.2579
71,10005,Bankstown,New South Wales,2162,5.7908,27.2579
72,10005,Bankstown,New South Wales,2163,6.3533,27.2579
73,10005,Bankstown,New South Wales,2165,11.12,27.2579
74,10005,Bankstown,New South Wales,2166,15.2543,27.2579
75,10005,Bankstown,New South Wales,2190,9.7772,27.2579
76,10005,Bankstown,New South Wales,2196,7.0679,27.2579
77,10005,Bankstown,New South Wales,2197,2.9286,27.2579
78,10005,Bankstown,New South Wales,2198,3.3233,27.2579
79,10005,Bankstown,New South Wales,2199,4.6181,27.2579
80,10005,Bankstown,New South Wales,2200,13.9792,27.2579
81,10005,Bankstown,New South Wales,2211,7.3323,27.2579
82,10005,Bankstown,New South Wales,2212,6.4088,27.2579
83,10006,Barwon,New South Wales,2329,3056.2045,355955.4464
84,10006,Barwon,New South Wales,2343,3352.8926,355955.4464
85,10006,Barwon,New South Wales,2347,3035.4851,355955.4464
86,10006,Barwon,New South Wales,2356,542.7306,355955.4464
87,10006,Barwon,New South Wales,2357,3305.5418,355955.4464
88,10006,Barwon,New South Wales,2379,1114.41,355955.4464
89,10006,Barwon,New South Wales,2380,2089.1897,355955.4464
90,10006,Barwon,New South Wales,2381,2052.3174,355955.4464
91,10006,Barwon,New South Wales,2382,1826.3389,355955.4464
92,10006,Barwon,New South Wales,2386,1979.4029,355955.4464
93,10006,Barwon,New South Wales,2387,1388.5196,355955.4464
94,10006,Barwon,New South Wales,2388,6699.0871,355955.4464
95,10006,Barwon,New South Wales,2390,4217.1072,355955.4464
96,10006,Barwon,New South Wales,2395,1113.5695,355955.4464
97,10006,Barwon,New South Wales,2396,1826.7503,355955.4464
98,10006,Barwon,New South Wales,2397,1694.9079,355955.4464
99,10006,Barwon,New South Wales,2398,953.5519,355955.4464
100,10006,Barwon,New South Wales,2400,7569.0088,355955.4464
101,10006,Barwon,New South Wales,2406,3283.9561,355955.4464
102,10006,Barwon,New South Wales,2648,23909.7281,355955.4464
103,10006,Barwon,New South Wales,2669,6295.346,355955.4464
104,10006,Barwon,New South Wales,2671,3297.7351,355955.4464
105,10006,Barwon,New South Wales,2672,1794.2389,355955.4464
106,10006,Barwon,New South Wales,2675,8518.5583,355955.4464
107,10006,Barwon,New South Wales,2715,13749.9032,355955.4464
108,10006,Barwon,New South Wales,2817,961.4848,355955.4464
109,10006,Barwon,New South Wales,2821,2339.8603,355955.4464
110,10006,Barwon,New South Wales,2822,501.7243,355955.4464
111,10006,Barwon,New South Wales,2823,2782.3577,355955.4464
112,10006,Barwon,New South Wales,2824,4843.6,355955.4464
113,10006,Barwon,New South Wales,2825,7188.4073,355955.4464
114,10006,Barwon,New South Wales,2826,1153.7892,355955.4464
115,10006,Barwon,New South Wales,2827,2964.6885,355955.4464
116,10006,Barwon,New South Wales,2828,2375.64,355955.4464
117,10006,Barwon,New South Wales,2829,6318.8294,355955.4464
118,10006,Barwon,New South Wales,2830,3017.4938,355955.4464
119,10006,Barwon,New South Wales,2831,22389.3649,355955.4464
120,10006,Barwon,New South Wales,2832,9695.0643,355955.4464
121,10006,Barwon,New South Wales,2833,5044.6803,355955.4464
122,10006,Barwon,New South Wales,2834,2828.007,355955.4464
123,10006,Barwon,New South Wales,2835,29975.1826,355955.4464
124,10006,Barwon,New South Wales,2836,31517.8004,355955.4464
125,10006,Barwon,New South Wales,2838,3487.8165,355955.4464
126,10006,Barwon,New South Wales,2839,12282.839,355955.4464
127,10006,Barwon,New South Wales,2840,62474.6022,355955.4464
128,10006,Barwon,New South Wales,2842,1317.6706,355955.4464
129,10006,Barwon,New South Wales,2843,1590.9154,355955.4464
130,10006,Barwon,New South Wales,2844,1821.5658,355955.4464
131,10006,Barwon,New South Wales,2850,6005.3758,355955.4464
132,10006,Barwon,New South Wales,2852,1240.991,355955.4464
133,10006,Barwon,New South Wales,2871,3837.8532,355955.4464
134,10006,Barwon,New South Wales,2873,3202.9936,355955.4464
135,10006,Barwon,New South Wales,2874,1358.1326,355955.4464
136,10006,Barwon,New South Wales,2875,2311.0022,355955.4464
137,10006,Barwon,New South Wales,2877,15332.1603,355955.4464
138,10006,Barwon,New South Wales,2878,18261.1234,355955.4464
139,10006,Barwon,New South Wales,2879,13320.0094,355955.4464
140,10006,Barwon,New South Wales,2880,66191.4077,355955.4464
141,10007,Bathurst,New South Wales,2328,1634.8508,15013.0528
142,10007,Bathurst,New South Wales,2330,4730.8949,15013.0528
143,10007,Bathurst,New South Wales,2580,5512.6655,15013.0528
144,10007,Bathurst,New South Wales,2583,3382.6891,15013.0528
145,10007,Bathurst,New South Wales,2756,1486.8709,15013.0528
146,10007,Bathurst,New South Wales,2758,572.1443,15013.0528
147,10007,Bathurst,New South Wales,2785,128.6447,15013.0528
148,10007,Bathurst,New South Wales,2786,84.7603,15013.0528
149,10007,Bathurst,New South Wales,2787,4632.7818,15013.0528
150,10007,Bathurst,New South Wales,2790,2481.3231,15013.0528
151,10007,Bathurst,New South Wales,2791,184.9651,15013.0528
152,10007,Bathurst,New South Wales,2792,369.6931,15013.0528
153,10007,Bathurst,New South Wales,2793,648.0055,15013.0528
154,10007,Bathurst,New South Wales,2795,5307.5248,15013.0528
155,10007,Bathurst,New South Wales,2797,147.8245,15013.0528
156,10007,Bathurst,New South Wales,2798,268.7089,15013.0528
157,10007,Bathurst,New South Wales,2799,630.7998,15013.0528
158,10007,Bathurst,New South Wales,2800,1993.9511,15013.0528
159,10007,Bathurst,New South Wales,2845,67.0705,15013.0528
160,10007,Bathurst,New South Wales,2846,591.8498,15013.0528
161,10007,Bathurst,New South Wales,2847,98.897,15013.0528
162,10007,Bathurst,New South Wales,2848,166.2149,15013.0528
163,10007,Bathurst,New South Wales,2849,2801.0405,15013.0528
164,10007,Bathurst,New South Wales,2850,6005.3758,15013.0528
165,10008,Baulkham Hills,New South Wales,2118,8.5068,41.7093
166,10008,Baulkham Hills,New South Wales,2119,6.7407,41.7093
167,10008,Baulkham Hills,New South Wales,2125,9.2916,41.7093
168,10008,Baulkham Hills,New South Wales,2126,8.2603,41.7093
169,10008,Baulkham Hills,New South Wales,2151,10.7334,41.7093
170,10008,Baulkham Hills,New South Wales,2152,4.2857,41.7093
171,10008,Baulkham Hills,New South Wales,2153,25.5852,41.7093
172,10008,Baulkham Hills,New South Wales,2154,18.8102,41.7093
173,10008,Baulkham Hills,New South Wales,2155,36.388,41.7093
174,10008,Baulkham Hills,New South Wales,2768,9.0194,41.7093
175,10009,Bega,New South Wales,2536,974.8377,9706.6708
176,10009,Bega,New South Wales,2537,1167.0234,9706.6708
177,10009,Bega,New South Wales,2538,390.494,9706.6708
178,10009,Bega,New South Wales,2545,876.5468,9706.6708
179,10009,Bega,New South Wales,2546,911.2673,9706.6708
180,10009,Bega,New South Wales,2548,120.1179,9706.6708
181,10009,Bega,New South Wales,2549,222.9511,9706.6708
182,10009,Bega,New South Wales,2550,3966.6591,9706.6708
183,10009,Bega,New South Wales,2551,1397.7681,9706.6708
184,10009,Bega,New South Wales,2622,4256.1145,9706.6708
185,10009,Bega,New South Wales,2630,4206.3548,9706.6708
186,10009,Bega,New South Wales,2631,1199.4934,9706.6708
187,10009,Bega,New South Wales,2632,1824.9879,9706.6708
188,10010,Blacktown,New South Wales,2147,15.9973,32.9722
189,10010,Blacktown,New South Wales,2148,37.6817,32.9722
190,10010,Blacktown,New South Wales,2761,14.7648,32.9722
191,10010,Blacktown,New South Wales,2763,13.0157,32.9722
192,10010,Blacktown,New South Wales,2766,27.2383,32.9722
193,10010,Blacktown,New South Wales,2767,10.1088,32.9722
194,10010,Blacktown,New South Wales,2768,9.0194,32.9722
195,10011,Blue Mountains,New South Wales,2745,168.7608,1423.125
196,10011,Blue Mountains,New South Wales,2749,47.0936,1423.125
197,10011,Blue Mountains,New South Wales,2750,35.3705,1423.125
198,10011,Blue Mountains,New South Wales,2753,169.4419,1423.125
199,10011,Blue Mountains,New South Wales,2758,572.1443,1423.125
200,10011,Blue Mountains,New South Wales,2773,8.3936,1423.125
201,10011,Blue Mountains,New South Wales,2774,21.2999,1423.125
202,10011,Blue Mountains,New South Wales,2776,14.932,1423.125
203,10011,Blue Mountains,New South Wales,2777,54.7327,1423.125
204,10011,Blue Mountains,New South Wales,2778,20.9602,1423.125
205,10011,Blue Mountains,New South Wales,2779,12.4995,1423.125
206,10011,Blue Mountains,New South Wales,2780,38.4603,1423.125
207,10011,Blue Mountains,New South Wales,2782,21.0358,1423.125
208,10011,Blue Mountains,New South Wales,2783,7.2887,1423.125
209,10011,Blue Mountains,New South Wales,2784,6.1389,1423.125
210,10011,Blue Mountains,New South Wales,2785,128.6447,1423.125
211,10011,Blue Mountains,New South Wales,2786,84.7603,1423.125
212,10011,Blue Mountains,New South Wales,2787,4632.7818,1423.125
213,10011,Blue Mountains,New South Wales,2790,2481.3231,1423.125
214,10012,Cabramatta,New South Wales,2163,6.3533,25.6886
215,10012,Cabramatta,New South Wales,2166,15.2543,25.6886
216,10012,Cabramatta,New South Wales,2168,12.8684,25.6886
217,10012,Cabramatta,New South Wales,2170,54.319,25.6886
218,10012,Cabramatta,New South Wales,2171,21.5331,25.6886
219,10012,Cabramatta,New South Wales,2176,19.8468,25.6886
220,10012,Cabramatta,New South Wales,2177,5.1959,25.6886
221,10012,Cabramatta,New South Wales,2198,3.3233,25.6886
222,10013,Camden,New South Wales,2171,21.5331,332.0119
223,10013,Camden,New South Wales,2178,54.3241,332.0119
224,10013,Camden,New South Wales,2179,36.53,332.0119
225,10013,Camden,New South Wales,2555,26.981,332.0119
226,10013,Camden,New South Wales,2556,40.2134,332.0119
227,10013,Camden,New South Wales,2557,37.1205,332.0119
228,10013,Camden,New South Wales,2558,7.6039,332.0119
229,10013,Camden,New South Wales,2559,4.3495,332.0119
230,10013,Camden,New South Wales,2563,11.5603,332.0119
231,10013,Camden,New South Wales,2565,29.7009,332.0119
232,10013,Camden,New South Wales,2566,28.3019,332.0119
233,10013,Camden,New South Wales,2567,31.1557,332.0119
234,10013,Camden,New South Wales,2568,34.0936,332.0119
235,10013,Camden,New South Wales,2570,469.0775,332.0119
236,10013,Camden,New South Wales,2745,168.7608,332.0119
237,10013,Camden,New South Wales,2752,53.5688,332.0119
238,10014,Campbelltown,New South Wales,2173,192.8683,235.0776
239,10014,Campbelltown,New South Wales,2508,162.241,235.0776
240,10014,Campbelltown,New South Wales,2557,37.1205,235.0776
241,10014,Campbelltown,New South Wales,2558,7.6039,235.0776
242,10014,Campbelltown,New South Wales,2559,4.3495,235.0776
243,10014,Campbelltown,New South Wales,2560,411.3136,235.0776
244,10014,Campbelltown,New South Wales,2563,11.5603,235.0776
245,10014,Campbelltown,New South Wales,2566,28.3019,235.0776
246,10014,Campbelltown,New South Wales,2567,31.1557,235.0776
247,10014,Campbelltown,New South Wales,2568,34.0936,235.0776
248,10014,Campbelltown,New South Wales,2570,469.0775,235.0776
249,10015,Canterbury,New South Wales,2131,3.4144,20.8398
250,10015,Canterbury,New South Wales,2133,2.5503,20.8398
251,10015,Canterbury,New South Wales,2136,3.4638,20.8398
252,10015,Canterbury,New South Wales,2190,9.7772,20.8398
253,10015,Canterbury,New South Wales,2191,1.7826,20.8398
254,10015,Canterbury,New South Wales,2192,2.731,20.8398
255,10015,Canterbury,New South Wales,2193,4.1963,20.8398
256,10015,Canterbury,New South Wales,2194,3.3734,20.8398
257,10015,Canterbury,New South Wales,2195,3.5488,20.8398
258,10015,Canterbury,New South Wales,2196,7.0679,20.8398
259,10015,Canterbury,New South Wales,2203,2.0929,20.8398
260,10015,Canterbury,New South Wales,2204,5.7904,20.8398
261,10015,Canterbury,New South Wales,2205,4.244,20.8398
262,10015,Canterbury,New South Wales,2206,5.9786,20.8398
263,10015,Canterbury,New South Wales,2207,7.1852,20.8398
264,10015,Canterbury,New South Wales,2208,4.459,20.8398
265,10015,Canterbury,New South Wales,2209,4.2502,20.8398
266,10016,Castle Hill,New South Wales,2125,9.2916,98.001
267,10016,Castle Hill,New South Wales,2153,25.5852,98.001
268,10016,Castle Hill,New South Wales,2154,18.8102,98.001
269,10016,Castle Hill,New South Wales,2155,36.388,98.001
270,10016,Castle Hill,New South Wales,2156,62.9548,98.001
271,10016,Castle Hill,New South Wales,2158,41.7948,98.001
272,10016,Castle Hill,New South Wales,2765,127.5271,98.001
273,10016,Castle Hill,New South Wales,2768,9.0194,98.001
274,10017,Cessnock,New South Wales,2250,691.6342,4412.9868
275,10017,Cessnock,New South Wales,2259,524.7348,4412.9868
276,10017,Cessnock,New South Wales,2265,136.0018,4412.9868
277,10017,Cessnock,New South Wales,2278,45.0568,4412.9868
278,10017,Cessnock,New South Wales,2284,24.2726,4412.9868
279,10017,Cessnock,New South Wales,2285,32.3918,4412.9868
280,10017,Cessnock,New South Wales,2286,25.2353,4412.9868
281,10017,Cessnock,New South Wales,2287,38.0741,4412.9868
282,10017,Cessnock,New South Wales,2320,403.8742,4412.9868
283,10017,Cessnock,New South Wales,2321,361.6288,4412.9868
284,10017,Cessnock,New South Wales,2322,168.2091,4412.9868
285,10017,Cessnock,New South Wales,2323,207.9467,4412.9868
286,10017,Cessnock,New South Wales,2325,1605.0648,4412.9868
287,10017,Cessnock,New South Wales,2326,80.9068,4412.9868
288,10017,Cessnock,New South Wales,2327,15.0694,4412.9868
289,10017,Cessnock,New South Wales,2328,1634.8508,4412.9868
290,10017,Cessnock,New South Wales,2330,4730.8949,4412.9868
291,10017,Cessnock,New South Wales,2331,137.2978,4412.9868
292,10017,Cessnock,New South Wales,2334,20.7073,4412.9868
293,10017,Cessnock,New South Wales,2335,268.4372,4412.9868
294,10017,Cessnock,New South Wales,2756,1486.8709,4412.9868
295,10017,Cessnock,New South Wales,2775,833.1402,4412.9868
296,10017,Cessnock,New South Wales,2849,2801.0405,4412.9868
297,10018,Charlestown,New South Wales,2280,27.927,62.5461
298,10018,Charlestown,New South Wales,2282,11.2261,62.5461
299,10018,Charlestown,New South Wales,2284,24.2726,62.5461
300,10018,Charlestown,New South Wales,2285,32.3918,62.5461
301,10018,Charlestown,New South Wales,2289,11.413,62.5461
302,10018,Charlestown,New South Wales,2290,35.6998,62.5461
303,10018,Charlestown,New South Wales,2291,7.1942,62.5461
304,10018,Charlestown,New South Wales,2292,2.873,62.5461
305,10018,Charlestown,New South Wales,2303,3.0401,62.5461
306,10018,Charlestown,New South Wales,2305,8.894,62.5461
307,10018,Charlestown,New South Wales,2306,1.777,62.5461
308,10019,Clarence,New South Wales,2365,3804.6687,13476.0927
309,10019,Clarence,New South Wales,2370,4769.4223,13476.0927
310,10019,Clarence,New South Wales,2372,4894.7861,13476.0927
311,10019,Clarence,New South Wales,2450,1019.718,13476.0927
312,10019,Clarence,New South Wales,2453,2157.9951,13476.0927
313,10019,Clarence,New South Wales,2454,975.6046,13476.0927
314,10019,Clarence,New South Wales,2456,205.4443,13476.0927
315,10019,Clarence,New South Wales,2460,6630.3495,13476.0927
316,10019,Clarence,New South Wales,2462,470.532,13476.0927
317,10019,Clarence,New South Wales,2463,549.2925,13476.0927
318,10019,Clarence,New South Wales,2464,102.8533,13476.0927
319,10019,Clarence,New South Wales,2465,23.5903,13476.0927
320,10019,Clarence,New South Wales,2466,14.3561,13476.0927
321,10019,Clarence,New South Wales,2469,3813.3747,13476.0927
322,10019,Clarence,New South Wales,2470,1256.5159,13476.0927
323,10019,Clarence,New South Wales,2471,442.1506,13476.0927
324,10019,Clarence,New South Wales,2472,466.4076,13476.0927
325,10019,Clarence,New South Wales,2473,31.366,13476.0927
326,10019,Clarence,New South Wales,2474,1537.5939,13476.0927
327,10019,Clarence,New South Wales,2477,227.642,13476.0927
328,10019,Clarence,New South Wales,2480,1369.4565,13476.0927
329,10020,Coffs Harbour,New South Wales,2450,1019.718,1173.706
330,10020,Coffs Harbour,New South Wales,2452,12.7764,1173.706
331,10020,Coffs Harbour,New South Wales,2453,2157.9951,1173.706
332,10020,Coffs Harbour,New South Wales,2454,975.6046,1173.706
333,10020,Coffs Harbour,New South Wales,2456,205.4443,1173.706
334,10020,Coffs Harbour,New South Wales,2460,6630.3495,1173.706
335,10021,Coogee,New South Wales,2021,5.7186,12.7241
336,10021,Coogee,New South Wales,2022,1.9228,12.7241
337,10021,Coogee,New South Wales,2024,1.9321,12.7241
338,10021,Coogee,New South Wales,2025,1.2307,12.7241
339,10021,Coogee,New South Wales,2026,3.6477,12.7241
340,10021,Coogee,New South Wales,2031,6.094,12.7241
341,10021,Coogee,New South Wales,2032,2.475,12.7241
342,10021,Coogee,New South Wales,2033,2.6691,12.7241
343,10021,Coogee,New South Wales,2034,3.0497,12.7241
344,10021,Coogee,New South Wales,2035,8.1207,12.7241
345,10022,Cootamundra,New South Wales,2582,3130.1184,34704.5642
346,10022,Cootamundra,New South Wales,2583,3382.6891,34704.5642
347,10022,Cootamundra,New South Wales,2584,281.3129,34704.5642
348,10022,Cootamundra,New South Wales,2585,260.132,34704.5642
349,10022,Cootamundra,New South Wales,2586,2323.2503,34704.5642
350,10022,Cootamundra,New South Wales,2587,921.8587,34704.5642
351,10022,Cootamundra,New South Wales,2588,218.0548,34704.5642
352,10022,Cootamundra,New South Wales,2590,1320.4637,34704.5642
353,10022,Cootamundra,New South Wales,2594,2418.7155,34704.5642
354,10022,Cootamundra,New South Wales,2650,4061.238,34704.5642
355,10022,Cootamundra,New South Wales,2652,6116.1137,34704.5642
356,10022,Cootamundra,New South Wales,2656,1497.1368,34704.5642
357,10022,Cootamundra,New South Wales,2663,492.6429,34704.5642
358,10022,Cootamundra,New South Wales,2665,4109.6274,34704.5642
359,10022,Cootamundra,New South Wales,2666,2462.5855,34704.5642
360,10022,Cootamundra,New South Wales,2668,708.1132,34704.5642
361,10022,Cootamundra,New South Wales,2669,6295.346,34704.5642
362,10022,Cootamundra,New South Wales,2671,3297.7351,34704.5642
363,10022,Cootamundra,New South Wales,2672,1794.2389,34704.5642
364,10022,Cootamundra,New South Wales,2675,8518.5583,34704.5642
365,10022,Cootamundra,New South Wales,2681,471.7587,34704.5642
366,10022,Cootamundra,New South Wales,2700,3016.2983,34704.5642
367,10022,Cootamundra,New South Wales,2701,852.1158,34704.5642
368,10022,Cootamundra,New South Wales,2702,439.8686,34704.5642
369,10022,Cootamundra,New South Wales,2705,1129.1529,34704.5642
370,10022,Cootamundra,New South Wales,2706,725.4016,34704.5642
371,10022,Cootamundra,New South Wales,2707,2112.3439,34704.5642
372,10022,Cootamundra,New South Wales,2720,2485.6548,34704.5642
373,10022,Cootamundra,New South Wales,2721,539.5029,34704.5642
374,10022,Cootamundra,New South Wales,2722,1576.1373,34704.5642
375,10022,Cootamundra,New South Wales,2725,262.3734,34704.5642
376,10022,Cootamundra,New South Wales,2726,160.6689,34704.5642
377,10022,Cootamundra,New South Wales,2727,772.9227,34704.5642
378,10022,Cootamundra,New South Wales,2729,933.1202,34704.5642
379,10022,Cootamundra,New South Wales,2792,369.6931,34704.5642
380,10022,Cootamundra,New South Wales,2793,648.0055,34704.5642
381,10022,Cootamundra,New South Wales,2794,1408.2658,34704.5642
382,10022,Cootamundra,New South Wales,2795,5307.5248,34704.5642
383,10022,Cootamundra,New South Wales,2797,147.8245,34704.5642
384,10022,Cootamundra,New South Wales,2799,630.7998,34704.5642
385,10022,Cootamundra,New South Wales,2800,1993.9511,34704.5642
386,10022,Cootamundra,New South Wales,2803,342.0982,34704.5642
387,10022,Cootamundra,New South Wales,2804,878.0498,34704.5642
388,10022,Cootamundra,New South Wales,2805,289.854,34704.5642
389,10022,Cootamundra,New South Wales,2807,299.7008,34704.5642
390,10022,Cootamundra,New South Wales,2808,242.5414,34704.5642
391,10022,Cootamundra,New South Wales,2809,163.0067,34704.5642
392,10022,Cootamundra,New South Wales,2810,2658.971,34704.5642
393,10022,Cootamundra,New South Wales,2871,3837.8532,34704.5642
394,10023,Cronulla,New South Wales,2227,4.5976,42.9759
