Row Number,SED Code 2021,SED,State,Postcode,Postcode Area (sq km),SED Area (sq km)
"1,180",10077,Strathfield,New South Wales,2191,1.7826,22.7889
"1,181",10077,Strathfield,New South Wales,2193,4.1963,22.7889
"1,182",10077,Strathfield,New South Wales,2194,3.3734,22.7889
"1,183",10078,Summer Hill,New South Wales,2040,4.754,15.7888
"1,184",10078,Summer Hill,New South Wales,2042,2.0446,15.7888
"1,185",10078,Summer Hill,New South Wales,2044,3.8539,15.7888
"1,186",10078,Summer Hill,New South Wales,2045,2.3828,15.7888
"1,187",10078,Summer Hill,New South Wales,2046,6.0148,15.7888
"1,188",10078,Summer Hill,New South Wales,2049,1.929,15.7888
"1,189",10078,Summer Hill,New South Wales,2130,1.2031,15.7888
"1,190",10078,Summer Hill,New South Wales,2131,3.4144,15.7888
"1,191",10078,Summer Hill,New South Wales,2132,2.4354,15.7888
"1,192",10078,Summer Hill,New South Wales,2133,2.5503,15.7888
"1,193",10078,Summer Hill,New South Wales,2193,4.1963,15.7888
"1,194",10078,Summer Hill,New South Wales,2194,3.3734,15.7888
"1,195",10078,Summer Hill,New South Wales,2203,2.0929,15.7888
"1,196",10078,Summer Hill,New South Wales,2204,5.7904,15.7888
"1,197",10078,Summer Hill,New South Wales,2205,4.244,15.7888
"1,198",10078,Summer Hill,New South Wales,2206,5.9786,15.7888
"1,199",10079,Swansea,New South Wales,2259,524.7348,134.065
"1,200",10079,Swansea,New South Wales,2262,33.7717,134.065
"1,201",10079,Swansea,New South Wales,2263,22.3942,134.065
"1,202",10079,Swansea,New South Wales,2280,27.927,134.065
"1,203",10079,Swansea,New South Wales,2281,30.9078,134.065
"1,204",10079,Swansea,New South Wales,2282,11.2261,134.065
"1,205",10079,Swansea,New South Wales,2290,35.6998,134.065
"1,206",10080,Sydney,New South Wales,2000,4.2871,10.0867
"1,207",10080,Sydney,New South Wales,2007,0.5588,10.0867
"1,208",10080,Sydney,New South Wales,2008,0.845,10.0867
"1,209",10080,Sydney,New South Wales,2009,0.9299,10.0867
"1,210",10080,Sydney,New South Wales,2010,2.1733,10.0867
"1,211",10080,Sydney,New South Wales,2011,1.4054,10.0867
"1,212",10080,Sydney,New South Wales,2021,5.7186,10.0867
"1,213",10080,Sydney,New South Wales,2025,1.2307,10.0867
"1,214",10080,Sydney,New South Wales,2027,1.3761,10.0867
"1,215",10080,Sydney,New South Wales,2028,0.7929,10.0867
"1,216",10080,Sydney,New South Wales,2037,2.1374,10.0867
"1,217",10080,Sydney,New South Wales,2041,2.4666,10.0867
"1,218",10081,Tamworth,New South Wales,2337,3331.7268,21699.0151
"1,219",10081,Tamworth,New South Wales,2338,989.4776,21699.0151
"1,220",10081,Tamworth,New South Wales,2340,3352.9983,21699.0151
"1,221",10081,Tamworth,New South Wales,2341,227.9108,21699.0151
"1,222",10081,Tamworth,New South Wales,2342,561.0816,21699.0151
"1,223",10081,Tamworth,New South Wales,2343,3352.8926,21699.0151
"1,224",10081,Tamworth,New South Wales,2344,339.1674,21699.0151
"1,225",10081,Tamworth,New South Wales,2345,291.7831,21699.0151
"1,226",10081,Tamworth,New South Wales,2346,1967.8028,21699.0151
"1,227",10081,Tamworth,New South Wales,2347,3035.4851,21699.0151
"1,228",10081,Tamworth,New South Wales,2350,4543.2274,21699.0151
"1,229",10081,Tamworth,New South Wales,2352,434.2708,21699.0151
"1,230",10081,Tamworth,New South Wales,2353,198.8995,21699.0151
"1,231",10081,Tamworth,New South Wales,2354,7142.1491,21699.0151
"1,232",10081,Tamworth,New South Wales,2355,918.5516,21699.0151
"1,233",10081,Tamworth,New South Wales,2357,3305.5418,21699.0151
"1,234",10081,Tamworth,New South Wales,2358,1905.5433,21699.0151
"1,235",10081,Tamworth,New South Wales,2359,1294.1139,21699.0151
"1,236",10081,Tamworth,New South Wales,2379,1114.41,21699.0151
"1,237",10081,Tamworth,New South Wales,2380,2089.1897,21699.0151
"1,238",10081,Tamworth,New South Wales,2381,2052.3174,21699.0151
"1,239",10081,Tamworth,New South Wales,2382,1826.3389,21699.0151
"1,240",10081,Tamworth,New South Wales,2388,6699.0871,21699.0151
"1,241",10081,Tamworth,New South Wales,2390,4217.1072,21699.0151
"1,242",10081,Tamworth,New South Wales,2422,3212.5916,21699.0151
"1,243",10081,Tamworth,New South Wales,2424,881.6889,21699.0151
"1,244",10081,Tamworth,New South Wales,2440,3604.2396,21699.0151
"1,245",10081,Tamworth,New South Wales,2446,2233.1607,21699.0151
"1,246",10082,Terrigal,New South Wales,2250,691.6342,115.3885
"1,247",10082,Terrigal,New South Wales,2251,43.5444,115.3885
"1,248",10082,Terrigal,New South Wales,2257,29.3795,115.3885
"1,249",10082,Terrigal,New South Wales,2260,23.6207,115.3885
"1,250",10082,Terrigal,New South Wales,2261,51.4591,115.3885
"1,251",10083,The Entrance,New South Wales,2250,691.6342,97.8768
"1,252",10083,The Entrance,New South Wales,2258,121.2568,97.8768
"1,253",10083,The Entrance,New South Wales,2259,524.7348,97.8768
"1,254",10083,The Entrance,New South Wales,2260,23.6207,97.8768
"1,255",10083,The Entrance,New South Wales,2261,51.4591,97.8768
"1,256",10084,Tweed,New South Wales,2482,180.2681,500.4843
"1,257",10084,Tweed,New South Wales,2483,182.7314,500.4843
"1,258",10084,Tweed,New South Wales,2484,972.2983,500.4843
"1,259",10084,Tweed,New South Wales,2485,13.73,500.4843
"1,260",10084,Tweed,New South Wales,2486,100.3781,500.4843
"1,261",10084,Tweed,New South Wales,2487,66.6066,500.4843
"1,262",10084,Tweed,New South Wales,2488,13.626,500.4843
"1,263",10084,Tweed,New South Wales,2489,14.5419,500.4843
"1,264",10084,Tweed,New South Wales,2490,22.4375,500.4843
"1,265",10085,Upper Hunter,New South Wales,2311,783.5898,27649.2833
"1,266",10085,Upper Hunter,New South Wales,2320,403.8742,27649.2833
"1,267",10085,Upper Hunter,New South Wales,2321,361.6288,27649.2833
"1,268",10085,Upper Hunter,New South Wales,2324,627.1611,27649.2833
"1,269",10085,Upper Hunter,New South Wales,2328,1634.8508,27649.2833
"1,270",10085,Upper Hunter,New South Wales,2329,3056.2045,27649.2833
"1,271",10085,Upper Hunter,New South Wales,2330,4730.8949,27649.2833
"1,272",10085,Upper Hunter,New South Wales,2331,137.2978,27649.2833
"1,273",10085,Upper Hunter,New South Wales,2333,1691.3907,27649.2833
"1,274",10085,Upper Hunter,New South Wales,2334,20.7073,27649.2833
"1,275",10085,Upper Hunter,New South Wales,2335,268.4372,27649.2833
"1,276",10085,Upper Hunter,New South Wales,2336,888.9717,27649.2833
"1,277",10085,Upper Hunter,New South Wales,2337,3331.7268,27649.2833
"1,278",10085,Upper Hunter,New South Wales,2338,989.4776,27649.2833
"1,279",10085,Upper Hunter,New South Wales,2339,1120.8458,27649.2833
"1,280",10085,Upper Hunter,New South Wales,2340,3352.9983,27649.2833
"1,281",10085,Upper Hunter,New South Wales,2341,227.9108,27649.2833
"1,282",10085,Upper Hunter,New South Wales,2343,3352.8926,27649.2833
"1,283",10085,Upper Hunter,New South Wales,2354,7142.1491,27649.2833
"1,284",10085,Upper Hunter,New South Wales,2381,2052.3174,27649.2833
"1,285",10085,Upper Hunter,New South Wales,2415,451.8325,27649.2833
"1,286",10085,Upper Hunter,New South Wales,2420,1023.5128,27649.2833
"1,287",10085,Upper Hunter,New South Wales,2421,244.7457,27649.2833
"1,288",10085,Upper Hunter,New South Wales,2422,3212.5916,27649.2833
"1,289",10085,Upper Hunter,New South Wales,2423,1346.2284,27649.2833
"1,290",10085,Upper Hunter,New South Wales,2424,881.6889,27649.2833
"1,291",10085,Upper Hunter,New South Wales,2425,518.0099,27649.2833
"1,292",10085,Upper Hunter,New South Wales,2429,1799.9008,27649.2833
"1,293",10085,Upper Hunter,New South Wales,2843,1590.9154,27649.2833
"1,294",10085,Upper Hunter,New South Wales,2849,2801.0405,27649.2833
"1,295",10085,Upper Hunter,New South Wales,2850,6005.3758,27649.2833
"1,296",10085,Upper Hunter,New South Wales,2852,1240.991,27649.2833
"1,297",10086,Vaucluse,New South Wales,2011,1.4054,15.5542
"1,298",10086,Vaucluse,New South Wales,2021,5.7186,15.5542
"1,299",10086,Vaucluse,New South Wales,2022,1.9228,15.5542
"1,300",10086,Vaucluse,New South Wales,2023,2.3731,15.5542
"1,301",10086,Vaucluse,New South Wales,2025,1.2307,15.5542
"1,302",10086,Vaucluse,New South Wales,2026,3.6477,15.5542
"1,303",10086,Vaucluse,New South Wales,2027,1.3761,15.5542
"1,304",10086,Vaucluse,New South Wales,2028,0.7929,15.5542
"1,305",10086,Vaucluse,New South Wales,2029,2.5286,15.5542
"1,306",10086,Vaucluse,New South Wales,2030,4.6636,15.5542
"1,307",10087,Wagga Wagga,New South Wales,2582,3130.1184,12108.5085
"1,308",10087,Wagga Wagga,New South Wales,2611,1558.6312,12108.5085
"1,309",10087,Wagga Wagga,New South Wales,2620,2869.8201,12108.5085
"1,310",10087,Wagga Wagga,New South Wales,2629,2054.5144,12108.5085
"1,311",10087,Wagga Wagga,New South Wales,2642,4076.8,12108.5085
"1,312",10087,Wagga Wagga,New South Wales,2644,2157.7365,12108.5085
"1,313",10087,Wagga Wagga,New South Wales,2645,1181.6879,12108.5085
"1,314",10087,Wagga Wagga,New South Wales,2649,247.113,12108.5085
"1,315",10087,Wagga Wagga,New South Wales,2650,4061.238,12108.5085
"1,316",10087,Wagga Wagga,New South Wales,2651,34.62,12108.5085
"1,317",10087,Wagga Wagga,New South Wales,2652,6116.1137,12108.5085
"1,318",10087,Wagga Wagga,New South Wales,2653,1228.8205,12108.5085
"1,319",10087,Wagga Wagga,New South Wales,2655,427.2763,12108.5085
"1,320",10087,Wagga Wagga,New South Wales,2656,1497.1368,12108.5085
"1,321",10087,Wagga Wagga,New South Wales,2658,748.0545,12108.5085
"1,322",10087,Wagga Wagga,New South Wales,2659,367.5445,12108.5085
"1,323",10087,Wagga Wagga,New South Wales,2661,14.7623,12108.5085
"1,324",10087,Wagga Wagga,New South Wales,2678,3.5099,12108.5085
"1,325",10087,Wagga Wagga,New South Wales,2700,3016.2983,12108.5085
"1,326",10087,Wagga Wagga,New South Wales,2701,852.1158,12108.5085
"1,327",10087,Wagga Wagga,New South Wales,2702,439.8686,12108.5085
"1,328",10087,Wagga Wagga,New South Wales,2720,2485.6548,12108.5085
"1,329",10087,Wagga Wagga,New South Wales,2722,1576.1373,12108.5085
"1,330",10087,Wagga Wagga,New South Wales,2727,772.9227,12108.5085
"1,331",10087,Wagga Wagga,New South Wales,2729,933.1202,12108.5085
"1,332",10087,Wagga Wagga,New South Wales,2730,420.4856,12108.5085
"1,333",10088,Wakehurst,New South Wales,2085,16.0513,39.777
"1,334",10088,Wakehurst,New South Wales,2086,8.0742,39.777
"1,335",10088,Wakehurst,New South Wales,2087,8.9311,39.777
"1,336",10088,Wakehurst,New South Wales,2092,3.1079,39.777
"1,337",10088,Wakehurst,New South Wales,2093,7.529,39.777
"1,338",10088,Wakehurst,New South Wales,2097,4.7508,39.777
"1,339",10088,Wakehurst,New South Wales,2099,18.7149,39.777
"1,340",10088,Wakehurst,New South Wales,2100,13.4698,39.777
"1,341",10088,Wakehurst,New South Wales,2101,26.6694,39.777
"1,342",10089,Wallsend,New South Wales,2284,24.2726,116.7402
"1,343",10089,Wallsend,New South Wales,2285,32.3918,116.7402
"1,344",10089,Wallsend,New South Wales,2287,38.0741,116.7402
"1,345",10089,Wallsend,New South Wales,2289,11.413,116.7402
"1,346",10089,Wallsend,New South Wales,2292,2.873,116.7402
"1,347",10089,Wallsend,New South Wales,2298,4.0311,116.7402
"1,348",10089,Wallsend,New South Wales,2299,5.2319,116.7402
"1,349",10089,Wallsend,New South Wales,2304,39.3891,116.7402
"1,350",10089,Wallsend,New South Wales,2305,8.894,116.7402
"1,351",10089,Wallsend,New South Wales,2307,6.5582,116.7402
"1,352",10089,Wallsend,New South Wales,2308,1.7907,116.7402
"1,353",10089,Wallsend,New South Wales,2322,168.2091,116.7402
"1,354",10090,Willoughby,New South Wales,2060,2.6912,21.8714
"1,355",10090,Willoughby,New South Wales,2062,1.5527,21.8714
"1,356",10090,Willoughby,New South Wales,2063,2.7281,21.8714
"1,357",10090,Willoughby,New South Wales,2064,2.5348,21.8714
"1,358",10090,Willoughby,New South Wales,2065,5.6781,21.8714
"1,359",10090,Willoughby,New South Wales,2066,9.5786,21.8714
"1,360",10090,Willoughby,New South Wales,2067,5.8196,21.8714
"1,361",10090,Willoughby,New South Wales,2068,5.6655,21.8714
"1,362",10090,Willoughby,New South Wales,2069,7.5302,21.8714
"1,363",10090,Willoughby,New South Wales,2070,7.4617,21.8714
"1,364",10090,Willoughby,New South Wales,2088,8.6503,21.8714
"1,365",10090,Willoughby,New South Wales,2089,1.5036,21.8714
"1,366",10090,Willoughby,New South Wales,2090,2.0654,21.8714
"1,367",10090,Willoughby,New South Wales,2113,13.2159,21.8714
"1,368",10091,Wollondilly,New South Wales,2173,192.8683,3335.1419
"1,369",10091,Wollondilly,New South Wales,2508,162.241,3335.1419
"1,370",10091,Wollondilly,New South Wales,2526,132.2947,3335.1419
"1,371",10091,Wollondilly,New South Wales,2560,411.3136,3335.1419
"1,372",10091,Wollondilly,New South Wales,2563,11.5603,3335.1419
"1,373",10091,Wollondilly,New South Wales,2568,34.0936,3335.1419
"1,374",10091,Wollondilly,New South Wales,2569,26.7707,3335.1419
"1,375",10091,Wollondilly,New South Wales,2570,469.0775,3335.1419
"1,376",10091,Wollondilly,New South Wales,2571,250.2842,3335.1419
"1,377",10091,Wollondilly,New South Wales,2572,106.1734,3335.1419
"1,378",10091,Wollondilly,New South Wales,2573,16.9784,3335.1419
"1,379",10091,Wollondilly,New South Wales,2574,350.23,3335.1419
"1,380",10091,Wollondilly,New South Wales,2575,981.4743,3335.1419
"1,381",10091,Wollondilly,New South Wales,2576,174.2442,3335.1419
"1,382",10091,Wollondilly,New South Wales,2577,1312.519,3335.1419
"1,383",10091,Wollondilly,New South Wales,2580,5512.6655,3335.1419
"1,384",10091,Wollondilly,New South Wales,2745,168.7608,3335.1419
"1,385",10091,Wollondilly,New South Wales,2752,53.5688,3335.1419
"1,386",10091,Wollondilly,New South Wales,2787,4632.7818,3335.1419
"1,387",10092,Wollongong,New South Wales,2500,27.1582,78.8145
"1,388",10092,Wollongong,New South Wales,2502,9.1601,78.8145
"1,389",10092,Wollongong,New South Wales,2505,13.8266,78.8145
"1,390",10092,Wollongong,New South Wales,2506,7.3207,78.8145
"1,391",10092,Wollongong,New South Wales,2518,12.7193,78.8145
"1,392",10092,Wollongong,New South Wales,2519,9.2816,78.8145
"1,393",10092,Wollongong,New South Wales,2525,8.5595,78.8145
"1,394",10092,Wollongong,New South Wales,2526,132.2947,78.8145
"1,395",10092,Wollongong,New South Wales,2528,11.2805,78.8145
"1,396",10092,Wollongong,New South Wales,2530,88.3672,78.8145
"1,397",10093,Wyong,New South Wales,2250,691.6342,595.3615
"1,398",10093,Wyong,New South Wales,2258,121.2568,595.3615
"1,399",10093,Wyong,New South Wales,2259,524.7348,595.3615
"1,400",10093,Wyong,New South Wales,2261,51.4591,595.3615
"1,401",10093,Wyong,New South Wales,2262,33.7717,595.3615
"1,402",10093,Wyong,New South Wales,2263,22.3942,595.3615
"1,403",10093,Wyong,New South Wales,2264,115.1942,595.3615
"1,404",10093,Wyong,New South Wales,2265,136.0018,595.3615
"1,405",10093,Wyong,New South Wales,2325,1605.0648,595.3615
"1,406",20604,Benambra (Northern Victoria),Victoria,2627,1994.6112,10077.1374
"1,407",20604,Benambra (Northern Victoria),Victoria,2640,1029.4042,10077.1374
"1,408",20604,Benambra (Northern Victoria),Victoria,2642,4076.8,10077.1374
"1,409",20604,Benambra (Northern Victoria),Victoria,2643,156.4024,10077.1374
"1,410",20604,Benambra (Northern Victoria),Victoria,2644,2157.7365,10077.1374
"1,411",20604,Benambra (Northern Victoria),Victoria,2646,2895.4549,10077.1374
"1,412",23502,Gippsland East (Eastern Victoria),Victoria,2550,3966.6591,27538.0194
"1,413",23502,Gippsland East (Eastern Victoria),Victoria,2551,1397.7681,27538.0194
"1,414",23502,Gippsland East (Eastern Victoria),Victoria,2627,1994.6112,27538.0194
"1,415",23502,Gippsland East (Eastern Victoria),Victoria,2628,2337.0094,27538.0194
"1,416",23502,Gippsland East (Eastern Victoria),Victoria,2632,1824.9879,27538.0194
"1,417",23502,Gippsland East (Eastern Victoria),Victoria,2633,766.4927,27538.0194
"1,418",24904,Mildura (Northern Victoria),Victoria,2648,23909.7281,35693.0131
"1,419",24904,Mildura (Northern Victoria),Victoria,2715,13749.9032,35693.0131
"1,420",24904,Mildura (Northern Victoria),Victoria,2717,120.7928,35693.0131
"1,421",24904,Mildura (Northern Victoria),Victoria,2735,271.5656,35693.0131
"1,422",24904,Mildura (Northern Victoria),Victoria,2736,213.1077,35693.0131
"1,423",24904,Mildura (Northern Victoria),Victoria,2737,3345.8754,35693.0131
"1,424",24904,Mildura (Northern Victoria),Victoria,2738,2066.851,35693.0131
"1,425",24904,Mildura (Northern Victoria),Victoria,2739,50.1706,35693.0131
"1,426",25704,Murray Plains (Northern Victoria),Victoria,2731,1428.1661,11896.2983
"1,427",25704,Murray Plains (Northern Victoria),Victoria,2732,1849.8263,11896.2983
"1,428",25704,Murray Plains (Northern Victoria),Victoria,2734,1755.2448,11896.2983
"1,429",25704,Murray Plains (Northern Victoria),Victoria,2735,271.5656,11896.2983
"1,430",26504,Ovens Valley (Northern Victoria),Victoria,2646,2895.4549,9628.1931
"1,431",26504,Ovens Valley (Northern Victoria),Victoria,2647,357.3501,9628.1931
"1,432",26504,Ovens Valley (Northern Victoria),Victoria,2712,966.5102,9628.1931
"1,433",26504,Ovens Valley (Northern Victoria),Victoria,2714,708.9706,9628.1931
"1,434",27504,Shepparton (Northern Victoria),Victoria,2710,10466.1631,3315.7461
"1,435",27504,Shepparton (Northern Victoria),Victoria,2714,708.9706,3315.7461
"1,436",27504,Shepparton (Northern Victoria),Victoria,2731,1428.1661,3315.7461
"1,437",30024,Currumbin,Queensland,2484,972.2983,137.6286
"1,438",30024,Currumbin,Queensland,2485,13.73,137.6286
"1,439",30024,Currumbin,Queensland,2486,100.3781,137.6286
"1,440",30059,Mudgeeraba,Queensland,2484,972.2983,405.6403
"1,441",30075,Scenic Rim,Queensland,2474,1537.5939,4801.8278
"1,442",30075,Scenic Rim,Queensland,2476,805.3354,4801.8278
"1,443",30075,Scenic Rim,Queensland,2484,972.2983,4801.8278
"1,444",30077,Southern Downs,Queensland,2361,1963.1502,30889.152
"1,445",30077,Southern Downs,Queensland,2372,4894.7861,30889.152
"1,446",30077,Southern Downs,Queensland,2405,3418.239,30889.152
"1,447",30077,Southern Downs,Queensland,2406,3283.9561,30889.152
"1,448",30077,Southern Downs,Queensland,2409,1607.1651,30889.152
"1,449",30077,Southern Downs,Queensland,2410,1530.5927,30889.152
"1,450",30077,Southern Downs,Queensland,2476,805.3354,30889.152
"1,451",30090,Warrego,Queensland,2406,3283.9561,337676.4658
"1,452",30090,Warrego,Queensland,2833,5044.6803,337676.4658
"1,453",30090,Warrego,Queensland,2834,2828.007,337676.4658
"1,454",30090,Warrego,Queensland,2838,3487.8165,337676.4658
"1,455",30090,Warrego,Queensland,2839,12282.839,337676.4658
"1,456",30090,Warrego,Queensland,2840,62474.6022,337676.4658
"1,457",30090,Warrego,Queensland,2880,66191.4077,337676.4658
"1,458",40005,Chaffey,South Australia,2648,23909.7281,30005.5527
"1,459",40041,Stuart,South Australia,2648,23909.7281,320483.7679
"1,460",40041,Stuart,South Australia,2880,66191.4077,320483.7679
"1,461",80001,Brindabella,Australian Capital Territory,2607,10.2741,1614.9276
"1,462",80001,Brindabella,Australian Capital Territory,2609,127.7951,1614.9276
"1,463",80001,Brindabella,Australian Capital Territory,2611,1558.6312,1614.9276
"1,464",80001,Brindabella,Australian Capital Territory,2620,2869.8201,1614.9276
"1,465",80001,Brindabella,Australian Capital Territory,2626,383.5704,1614.9276
"1,466",80001,Brindabella,Australian Capital Territory,2629,2054.5144,1614.9276
"1,467",80001,Brindabella,Australian Capital Territory,2630,4206.3548,1614.9276
"1,468",80001,Brindabella,Australian Capital Territory,2900,101.0226,1614.9276
"1,469",80001,Brindabella,Australian Capital Territory,2902,11.3361,1614.9276
"1,470",80001,Brindabella,Australian Capital Territory,2903,6.484,1614.9276
"1,471",80001,Brindabella,Australian Capital Territory,2904,9.7514,1614.9276
"1,472",80001,Brindabella,Australian Capital Territory,2905,19.8141,1614.9276
"1,473",80001,Brindabella,Australian Capital Territory,2906,11.2186,1614.9276
"1,474",80002,Ginninderra,Australian Capital Territory,2601,15.233,105.0552
"1,475",80002,Ginninderra,Australian Capital Territory,2602,21.9723,105.0552
"1,476",80002,Ginninderra,Australian Capital Territory,2611,1558.6312,105.0552
"1,477",80002,Ginninderra,Australian Capital Territory,2614,11.1345,105.0552
"1,478",80002,Ginninderra,Australian Capital Territory,2615,36.9984,105.0552
"1,479",80002,Ginninderra,Australian Capital Territory,2617,37.0115,105.0552
"1,480",80002,Ginninderra,Australian Capital Territory,2618,216.6295,105.0552
"1,481",80002,Ginninderra,Australian Capital Territory,2911,5.0536,105.0552
"1,482",80002,Ginninderra,Australian Capital Territory,2913,21.81,105.0552
"1,483",80003,Kurrajong,Australian Capital Territory,2600,23.345,289.3371
"1,484",80003,Kurrajong,Australian Capital Territory,2601,15.233,289.3371
"1,485",80003,Kurrajong,Australian Capital Territory,2602,21.9723,289.3371
"1,486",80003,Kurrajong,Australian Capital Territory,2603,9.2066,289.3371
"1,487",80003,Kurrajong,Australian Capital Territory,2604,5.4946,289.3371
"1,488",80003,Kurrajong,Australian Capital Territory,2605,9.2938,289.3371
"1,489",80003,Kurrajong,Australian Capital Territory,2606,9.0325,289.3371
"1,490",80003,Kurrajong,Australian Capital Territory,2607,10.2741,289.3371
"1,491",80003,Kurrajong,Australian Capital Territory,2609,127.7951,289.3371
"1,492",80003,Kurrajong,Australian Capital Territory,2611,1558.6312,289.3371
"1,493",80003,Kurrajong,Australian Capital Territory,2612,9.4532,289.3371
"1,494",80003,Kurrajong,Australian Capital Territory,2614,11.1345,289.3371
"1,495",80003,Kurrajong,Australian Capital Territory,2617,37.0115,289.3371
"1,496",80003,Kurrajong,Australian Capital Territory,2619,11.3316,289.3371
"1,497",80003,Kurrajong,Australian Capital Territory,2620,2869.8201,289.3371
"1,498",80003,Kurrajong,Australian Capital Territory,2621,853.2512,289.3371
"1,499",80003,Kurrajong,Australian Capital Territory,2900,101.0226,289.3371
"1,500",80003,Kurrajong,Australian Capital Territory,2911,5.0536,289.3371
"1,501",80003,Kurrajong,Australian Capital Territory,2912,31.9188,289.3371
"1,502",80004,Murrumbidgee,Australian Capital Territory,2600,23.345,248.916
"1,503",80004,Murrumbidgee,Australian Capital Territory,2601,15.233,248.916
"1,504",80004,Murrumbidgee,Australian Capital Territory,2603,9.2066,248.916
"1,505",80004,Murrumbidgee,Australian Capital Territory,2605,9.2938,248.916
"1,506",80004,Murrumbidgee,Australian Capital Territory,2606,9.0325,248.916
"1,507",80004,Murrumbidgee,Australian Capital Territory,2607,10.2741,248.916
"1,508",80004,Murrumbidgee,Australian Capital Territory,2609,127.7951,248.916
"1,509",80004,Murrumbidgee,Australian Capital Territory,2611,1558.6312,248.916
"1,510",80004,Murrumbidgee,Australian Capital Territory,2615,36.9984,248.916
"1,511",80004,Murrumbidgee,Australian Capital Territory,2618,216.6295,248.916
"1,512",80004,Murrumbidgee,Australian Capital Territory,2620,2869.8201,248.916
"1,513",80004,Murrumbidgee,Australian Capital Territory,2900,101.0226,248.916
"1,514",80004,Murrumbidgee,Australian Capital Territory,2902,11.3361,248.916
"1,515",80004,Murrumbidgee,Australian Capital Territory,2903,6.484,248.916
"1,516",80005,Yerrabi,Australian Capital Territory,2602,21.9723,99.8971
"1,517",80005,Yerrabi,Australian Capital Territory,2609,127.7951,99.8971
"1,518",80005,Yerrabi,Australian Capital Territory,2617,37.0115,99.8971
"1,519",80005,Yerrabi,Australian Capital Territory,2618,216.6295,99.8971
"1,520",80005,Yerrabi,Australian Capital Territory,2620,2869.8201,99.8971
"1,521",80005,Yerrabi,Australian Capital Territory,2911,5.0536,99.8971
"1,522",80005,Yerrabi,Australian Capital Territory,2912,31.9188,99.8971
"1,523",80005,Yerrabi,Australian Capital Territory,2913,21.81,99.8971
"1,524",80005,Yerrabi,Australian Capital Territory,2914,16.4832,99.8971
"1,525",99191,Unclassified (OT),Other Territories,2540,1900.6655,255.742
"1,526",99191,Unclassified (OT),Other Territories,2899,38.651,255.742
